NOMBREPROYEC,URL,CARRERA,FACULTAD
"Estudio de la acción de un desinfectante natural extraído de la planta Bidens leucantha sobre bacterias Gram negativas, Coliformes totales, y su posible aplicación en el tratamiento de larvas de camarón Penaeus vannamei",https://dspace.espol.edu.ec/handle/123456789/54409,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Uso de Probiótico para la Producción de Biofloc en Raceway de Postlarvas de Camarón. Caso Ecuador,https://dspace.espol.edu.ec/handle/123456789/56722,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Frecuencia de positivos para la necrosis hipodérmica y hematopoyética infecciosa (IHHNV) en camarones entre la época seca y lluviosa,https://dspace.espol.edu.ec/handle/123456789/49649,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio técnico-financiero para la operación de un laboratorio de alevines reservados de tilapia (oreochromis sp) en la zona de Naranjal,https://dspace.espol.edu.ec/handle/123456789/54144,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Estado del conocimiento del ""Chame"" (Dormitator Latifrons) y su relación con la investigación y producción acuicola en el Ecuador",https://dspace.espol.edu.ec/handle/123456789/41390,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Caracterización y propuesta tecnica de la acuicultura en el sector de jama provincia de Manabí,https://dspace.espol.edu.ec/handle/123456789/15832,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Efectos e Influencias que presentan los campos magnéticos D.C. en el cultivo de Fitoplancton,https://dspace.espol.edu.ec/handle/123456789/54468,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudios Preliminares sobre la Concentración Iónica de la Hemolinfa en el Camarón Marino Penaeus vannamei,https://dspace.espol.edu.ec/handle/123456789/54607,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Determinar el crecimiento en renacuajos de rana catesbeiana aplicando tres dietas comerciales con diferentes porcentajes de proteínas (22%, 28% y 38% Respectivamente)",https://dspace.espol.edu.ec/handle/123456789/4629,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Tratamiento y Prevención de Infestaciones Causadas por Caracoles (Cerithidea valida) en Piscinas Camaroneras,https://dspace.espol.edu.ec/handle/123456789/56100,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Alternativa para la intensificación a bajo costo en el cultivo de microalgas,https://dspace.espol.edu.ec/handle/123456789/48136,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio piloto para la implementación de recuperación secundaria por inyección de agua a la arena ui del campo parahuacu en el pozo parahuacu 21,https://dspace.espol.edu.ec/handle/123456789/50494,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio tecnico financiero de una granja de 100 hectáreas de policultivo (tilapia-camaron) en la zona de taura,https://dspace.espol.edu.ec/handle/123456789/16947,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Turismo Rural y Pesca Deportiva como una Opción de Agregar Renta en la Actividad Camaronera,https://dspace.espol.edu.ec/handle/123456789/56547,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio Comparativo de el Método de Destilación Vs. El Metodo de Maceración Titulación para la Determinación del Residual de Metabisulfito expresado como (SO2) en Producto Congelado de Penaeus Vannamei,https://dspace.espol.edu.ec/handle/123456789/54562,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio sismo-estratigráfico del sector central de la Cuenca de antearco Progreso al Suroeste del Ecuador,https://dspace.espol.edu.ec/handle/123456789/50430,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
La valoración ambiental como método para determinar espacios que sean factibles para la maricultura sustentable,https://dspace.espol.edu.ec/handle/123456789/24785,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Tratamiento de efluentes del cultivo de Penaeus vannamei mediante el uso de moluscos y macroalgas,https://dspace.espol.edu.ec/handle/123456789/56899,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Utilidad de un colector para larvas y alevines de peces en zonas de rompiente,https://dspace.espol.edu.ec/handle/123456789/39760,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Análisis del crecimiento de ostra japonesa Crassostrea gigas en policultivo con camarón Penaeus vannamei bajo dos esquemas de alimentación del crustáceo en Palmar-Santa Elena,https://dspace.espol.edu.ec/handle/123456789/51467,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Caracterización y propuesta técnica de la acuicultura en el sector de tierra nueva dentro de la reserva ecológica Manglares Churute,https://dspace.espol.edu.ec/handle/123456789/10603,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Inclusión de harina kelp (ascophyllum nodosum) en alimentos para reproductores de litopenaeus vannamei,https://dspace.espol.edu.ec/handle/123456789/5395,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Caracterización y propuesta técnica de la acuacultura en el sector de la parroquia  rural la tola del Cantón Eloy Alfaro, Provincia de Esmeraldas",https://dspace.espol.edu.ec/handle/123456789/49614,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Evaluación técnica económica y ambiental de un cultivo de tilapia roja (oreochromis spp) en jaulas flotantes en Colombia,https://dspace.espol.edu.ec/handle/123456789/4679,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Uso de la Zona de Rompiente de Playas Arenosas de la Provincia del Guayas por larvas de Corvina (Cynoscion spp.),https://dspace.espol.edu.ec/handle/123456789/54176,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Caracterización y propuesta técnica de la acuicultura en el sector de la parroquia Jesús María, cantón Naranjal, provincia del Guayas",https://dspace.espol.edu.ec/handle/123456789/25049,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Efecto del sulfato de calcio acidificado sobre el crecimiento in vitro de diferentes cepas bacterianas,https://dspace.espol.edu.ec/handle/123456789/54765,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Caracterización y Propuesta Técnica de la Acuacultura en la zona de Ayalán,https://dspace.espol.edu.ec/handle/123456789/54470,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Diseño de una metodología de análisis de recursos digitales para planificación de actividades de levantamiento geológico,https://dspace.espol.edu.ec/handle/123456789/50432,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Variación de ganancia de peso en juveniles de camarón blanco (Penaeus  vannamei) con diferentes dietas de precisión,https://dspace.espol.edu.ec/handle/123456789/63082,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Observaciones Histopatológicas de juveniles Penaeus vannamei sometidos a dietas artificiales con diferentes concentraciones de una sal de ácido ascorbico (vitamina c),https://dspace.espol.edu.ec/handle/123456789/39759,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio de la Capacidad de Supervivencia del Alga Kappaphycus alvarezii a bajas profundidades de cultivo,https://dspace.espol.edu.ec/handle/123456789/54182,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio de Factibilidad Económica para la Producción de Hamburguesas de Camarón para Exportación,https://dspace.espol.edu.ec/handle/123456789/54770,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Propuesta de un modelo de predicción de dosificación de alimento para Penaeus vannamei, en función del crecimiento y las estaciones del año",https://dspace.espol.edu.ec/handle/123456789/55631,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Plan piloto para inyección de bactericidas en arenas con problemas de actividad microbiana del campo Libertador Bloque 57,https://dspace.espol.edu.ec/handle/123456789/50482,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Diseño de un proceso de bioencapsulación para una posterior inclusión en alimento de larvas de camarón,https://dspace.espol.edu.ec/handle/123456789/48145,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Evaluación Técnica sobre el control de calidad en el manejo de producción de Postlarvas de Camarón Penaeus Vannamei de laboratorios comerciales en la península de Santa Elena, previa a la siembra en precriaderos ubicados en los sectores de Sabana, Engunga y Playas",https://dspace.espol.edu.ec/handle/123456789/54417,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Estudio del cultivo del Litopenaeus vannamei con agua dulce proveniente del acuíferos, en la zona de churute",https://dspace.espol.edu.ec/handle/123456789/4667,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Inducción a la maduración y desove del róbalo (centropomus nigrescens) en cautiverio mediante la utilización de las hormonas hcg (gonadotropina) coriónica humana) y LHRHa (lutinizing hormone releasing hormone ethylamide,https://dspace.espol.edu.ec/handle/123456789/38587,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Efecto de las microalgas chaetoceros gracilis, tetraselmis sp.e isochrysis galbana sobre la reproducción y desarrollo naupliar en copepodos calanoideos marinos tropicales, acartia spp.",https://dspace.espol.edu.ec/handle/123456789/10563,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Estudio de factibilidad técnico-financiera de una granja de tilapia de 3.3 ha., en Taura destinada al mercado local",https://dspace.espol.edu.ec/handle/123456789/5893,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Evaluación de una estrategia de manejo de cultivo intensivo del Litopenaeus vannamei bajo invernadero,https://dspace.espol.edu.ec/handle/123456789/39767,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Análisis comparativo de diferentes dietas para el acondicionamiento de reproductores de Ostión de mangle, Crassostreas columbiensis, Hanley 1.846",https://dspace.espol.edu.ec/handle/123456789/4642,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Estimación de Carbono Orgánico en suelos de: camaroneras, manglares y tierras altas de la Zona del Golfo de Guayaquil",https://dspace.espol.edu.ec/handle/123456789/51455,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Caracterización y propuesta técnica de la acuicultura en el sector de río verde, provincia de Esmeraldas",https://dspace.espol.edu.ec/handle/123456789/5963,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Efecto de la supersaturación de oxígeno y tiempo de transporte sobre la supervivencia de huevos de huayaipe (Seriola rivoliana),https://dspace.espol.edu.ec/handle/123456789/66001,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Efectos de nitrito en Penaeus Vannamei cultivados en aguas de baja salinidad,https://dspace.espol.edu.ec/handle/123456789/51441,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Análisis sobre la eficiencia de diferentes métodos de dosificación de alimento en piscinas camaroneras de Penaeus vannamei en condiciones de cultivo Semi-intensivo,https://dspace.espol.edu.ec/handle/123456789/51420,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Criterios de Balance Iónico Aplicados en el Manejo de Cultivos Acuáticos,https://dspace.espol.edu.ec/handle/123456789/56679,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Tratamiento de aguas residuales del afluente del de una fábrica de alimento balanceado para camarones mediante el diseño de procesos unitarios,https://dspace.espol.edu.ec/handle/123456789/4598,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio de factibilidad del cultivo de ostra del pacífico (crassostrea gigas) en granja camaronera en la región costera central de la provincia de Manabí,https://dspace.espol.edu.ec/handle/123456789/4660,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Diseño de un protocolo de manejo para una alimentación eficiente en piscinas intensivas de camarón blanco P. vannamei,https://dspace.espol.edu.ec/handle/123456789/51408,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Modelamiento geológico basado en trabajos históricos y actuales de la mina agua dulce, Portovelo-Ecuador",https://dspace.espol.edu.ec/handle/123456789/50427,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Uso de ácidos orgánicos en la dieta para el cultivo semiintensivo de camarón,https://dspace.espol.edu.ec/handle/123456789/56544,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Implantación de la Técnica de AP-PCR (ALEATORY - PRIMED POLYMERASE CHAIN REACTION) para el estudio del Polimorfismo del ADN genómico de Penaeus Vannamei,https://dspace.espol.edu.ec/handle/123456789/54438,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Caracterización y propuesta técnica de la acuicultura en el sector de mar bravo salinas,https://dspace.espol.edu.ec/handle/123456789/25052,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio de la susceptibilidad de las postlarvas penaeus vannamei a los pesticidas tilt y calixin,https://dspace.espol.edu.ec/handle/123456789/4666,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Impacto del Uso de Macroalgas en el Control de Bacterias Patógenas para el Camarón (Pennaeus vannamei),https://dspace.espol.edu.ec/handle/123456789/56949,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Diseño de una unidad de reproducción de peces ornamentales dulceacuícolas con recirculación de agua para su uso en estudios a pequeña escala,https://dspace.espol.edu.ec/handle/123456789/55990,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Optimización del hidrófono en alimentación de camarones (Litopenaeus vannamei),https://dspace.espol.edu.ec/handle/123456789/51468,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Determinación del límite de tolerancia del amoniaco y sus síntomas asociados en el cultivo de juveniles de huayaipe (Seriola rivoliana),https://dspace.espol.edu.ec/handle/123456789/52738,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Caracterización y propuesta técnica de la acuacultura en la parroquia el retiro de la provincia de El Oro,https://dspace.espol.edu.ec/handle/123456789/25532,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Determinación de la frecuencia óptima de alimentación para la reversión química del sexo de tilapia nilotica (oreochromis niloticus),https://dspace.espol.edu.ec/handle/123456789/4626,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Implementación para el Cumplimiento del Plan de Manejo Ambiental de Camaronera CASTABY,https://dspace.espol.edu.ec/handle/123456789/56640,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Procesos Legales para la Regularización de Camaroneras en zonas de playas y bahía Caso Ecuador,https://dspace.espol.edu.ec/handle/123456789/56674,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Diseño de un sistema de tratamiento de efluentes provenientes de raceways en camaronera, basado en un sistema de filtros físicos-biológicos",https://dspace.espol.edu.ec/handle/123456789/13753,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Análisis Económico del cultivo domestico de Truchas en un sistema de recirculación libre de mantenimiento,https://dspace.espol.edu.ec/handle/123456789/56574,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Comparación de la eficiencia de alimentación al boleo versus alimentadores automáticos en el cultivo del Litopenaeus vannamei,https://dspace.espol.edu.ec/handle/123456789/51466,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Evaluación de la patogenicidad y virulencia de aislados bacterianos  sobre larvas y juveniles de huayaipe (Seriola rivoliana) mediante dos vías de  infección,https://dspace.espol.edu.ec/handle/123456789/60888,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Efecto de la Temperatura y la Salinidad sobre el Crecimiento y Supervivencia del Lenguado Paralichthys woolmani,https://dspace.espol.edu.ec/handle/123456789/54564,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Propuesta para la determinación de la biomasa optima de Eichhornia Crassipes en la absorción de compuestos nitrogenados tóxicos dirigido a cultivos Acuaponicos,https://dspace.espol.edu.ec/handle/123456789/41398,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Comparar la evolución de la maduración del camarón blanco litopenaeus vannamei en la península de Santa Elena,https://dspace.espol.edu.ec/handle/123456789/39635,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Desarrollo y optimización de ensayos para evaluar el estado inmunitario del camarón,https://dspace.espol.edu.ec/handle/123456789/59594,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Mortalidad y variación de peso en alevines de tilapia (o. niloticus) en piscinas de adaptación bajo régimen de alimentación tradicional vs alimentación en Canoa,https://dspace.espol.edu.ec/handle/123456789/41385,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Efectividad de bacterias aisladas de cultivos de camarón Penaeus vannamei mediante pruebas in vitro con Vibrio parahaemolyticus,https://dspace.espol.edu.ec/handle/123456789/58155,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Evaluación de factibilidad técnica financiera para la instalación de una planta procesadora de cangrejo,https://dspace.espol.edu.ec/handle/123456789/17199,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Caracterización y propuesta técnica de la acuacultura en el sector comprendido entre las comunas Ayangue y Montañita de la península de Santa Elena,https://dspace.espol.edu.ec/handle/123456789/20990,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Influencia de distintas densidades poblacionales y apertura de malla en crecimiento y supervivencia de la Almeja catarina Argopecten circularis (Sowerby, 1835) cultivada en mar abierto",https://dspace.espol.edu.ec/handle/123456789/39806,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Caracterización y Propuesta Técnica de la Acuicultura en el sector de Quijos Provincia de Napo,https://dspace.espol.edu.ec/handle/123456789/54160,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Uso de un Piscicida Orgánico en la Preparación de Piscinas Camaroneras. Caso Ecuador.,https://dspace.espol.edu.ec/handle/123456789/56706,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Relación entre el ciclo de muda y la actividad de enzimas digestivas y su efecto en la tasa de alimentación y el crecimiento del juvenil Penaeus vannamei,https://dspace.espol.edu.ec/handle/123456789/4595,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Evaluación de Parámetros de Crecimiento e Inmunidad en Vieja Azul Andinoacara rivulatus (Günther, 1860) Utilizando dietas con Diferentes Niveles Protéicos y Suplementadas con Astaxantina",https://dspace.espol.edu.ec/handle/123456789/54524,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Factibilidad del uso de extractos crudos de microalgas para controlar la virulencia de Vibrio parahaemolyticus,https://dspace.espol.edu.ec/handle/123456789/66002,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Análisis del resultado del primer ciclo del proyecto camaronera artesanal en la comuna la barranca, parroquia julio moreno, provincia de Santa Elena, Ecuador",https://dspace.espol.edu.ec/handle/123456789/41391,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Calidad de agua en un sistema de recirculación con biofiltros para la producción intensiva de Post-Larvas de camarón Litopenaeus vannamei,https://dspace.espol.edu.ec/handle/123456789/54105,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Ciclo de Vida Temprano e Influencia de las dietas mono en desarrollo de Larvas de Nodipecten Subnodosus (Sowerby, 1835).",https://dspace.espol.edu.ec/handle/123456789/45475,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Análisis de la mojabilidad en la recuperación secundaria y tercearia en reservorio de areniscas,https://dspace.espol.edu.ec/handle/123456789/50483,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Caracterización y Propuesta Técnica de la Acuicultura en el sector de San Pablo, Cantón Santa Elena, Provincia del Guayas",https://dspace.espol.edu.ec/handle/123456789/54466,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Alimentación de post larvas de camarón con copépodos cosechados en piscinas,https://dspace.espol.edu.ec/handle/123456789/4631,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Caracterización microbiológico en suelos contaminados por hidrocarburos, de tipo pseudomonas en el sector río bonanza, provincia de Pastaza",https://dspace.espol.edu.ec/handle/123456789/17198,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Determinación de la eficiencia de la hormona Mesterolona (ME) como tratamiento de Reversión Química del sexo frente a la metil testosterona (MT) para tilapia hibrida roja. (Oreochromis Mossambicus),https://dspace.espol.edu.ec/handle/123456789/54124,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Evaluación del uso de la pulpa de Samán (Samanea saman) en el crecimiento de alevines del hibrido rojo de tilapia (Oreochromis sp.) en etapa de precría,https://dspace.espol.edu.ec/handle/123456789/43806,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Evaluación y comparación de crecimiento de Precria de Tilapia Nilotica (Oreochromis Niloticus) utilizando polvillo de arroz y alimento balanceado,https://dspace.espol.edu.ec/handle/123456789/54121,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Caracterización del camarón Pennaeus vananmei en base a criterios genéticos e inmunitarios,https://dspace.espol.edu.ec/handle/123456789/59596,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Diseño de un Sistema de Tratamientos Unitarios de Aguas Residuales de una Planta Procesadora de Tilapia,https://dspace.espol.edu.ec/handle/123456789/54336,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Guía para el manejo integral de un cultivo de trucha arcoíris (Oncorhynchus mykiss) en la parroquia Juan de Velasco, provincia de Chimborazo",https://dspace.espol.edu.ec/handle/123456789/51443,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Caracterización y propuesta técnica de la acuicultura en el sector de General Villamil - Posorja,https://dspace.espol.edu.ec/handle/123456789/7972,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Diseño y Construcción de una sala de desafío para realizar experimentaciones acuicolas bajo condiciones controladas,https://dspace.espol.edu.ec/handle/123456789/48514,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio tecnico financiero de una granja de 100 hectáreas de policultivo (tilapia - camaron) en la zona de taura,https://dspace.espol.edu.ec/handle/123456789/13967,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio de Factibilidad de Instalación de una Empresa Dedicada a la Producción y Comercialización de Caracoles Comestibles en la Ciudad de Portoviejo,https://dspace.espol.edu.ec/handle/123456789/54629,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Alternativas en el cultivo de microalgas,https://dspace.espol.edu.ec/handle/123456789/39756,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Caracterización y propuesta técnica de la acuicultura en el sector continental del cantón Santa Rosa, provincia de El Oro",https://dspace.espol.edu.ec/handle/123456789/49650,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio Microbiològico del Agua en Diferentes Puntos de Recorrido en un Laboratorio de Larvicultura,https://dspace.espol.edu.ec/handle/123456789/25809,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Análisis comparativo de los halos de inhibición de dos probióticos comerciales en vibrío vulnificus, vibrio harveyi y vibrio parahaemoliticus",https://dspace.espol.edu.ec/handle/123456789/14783,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Estudio de la factibilidad técnica y económica del cultivo de huayaipe (seríola rivoliana)  en piscinas con y sin geomembranas,https://dspace.espol.edu.ec/handle/123456789/4663,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Gestión integral de cuencas hidrográficas con uso conjunto de aguas, aplicando el sistema de siembra y cosecha de agua. Manglaralto-Santa Elena-Ecuador",https://dspace.espol.edu.ec/handle/123456789/50429,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Caracterización y Propuesta Técnica de la Acuicultura en el Cantón de Santo Domingo Los Tsáchilas,https://dspace.espol.edu.ec/handle/123456789/54602,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Factibilidad de aplicar secuenciación de alto rendimiento para el descubrimiento de bacterias probióticas para larvas Penaeus vannamei,https://dspace.espol.edu.ec/handle/123456789/52739,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Pruebas de Densidad de Siembra y Alimentación con Red Fish, Sciaenops ocellatus",https://dspace.espol.edu.ec/handle/123456789/54521,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Caracterización y propuesta técnica de la acuicultura en el sector de Chanduy, Provincia del Guayas",https://dspace.espol.edu.ec/handle/123456789/4612,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Miniaturización y simplificación de pruebas bioquímicas para la identificación de bacterias marinas asociadas al camarón,https://dspace.espol.edu.ec/handle/123456789/4563,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Comparación técnica y económica del cultivo de tilapia roja (Oreochomis sp.) en jaulas flotantes en el lago de la ESPOL, usando tres densidades de siembra",https://dspace.espol.edu.ec/handle/123456789/39670,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Caracterización y propuesta tecnica de la acuacultura en el sector de cojimies, provincia de Manabí.",https://dspace.espol.edu.ec/handle/123456789/21140,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Plan de negocios de la camaronera CREMSA,https://dspace.espol.edu.ec/handle/123456789/4609,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Diseño Conceptual de la Planta de Tratamiento de Aguas Residuales de una Empacadora de Camarones,https://dspace.espol.edu.ec/handle/123456789/56084,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
Diversidad Genética de IHHNV en los Sistemas Ecuatorianos de Producción de Camarón Penaeus Vannamei (Litopenaeus),https://dspace.espol.edu.ec/handle/123456789/54471,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
"Diagnostico, tratamiento y prevención de infestaciones causadas por Gregarinas en camarones Penaeus vannamei mediante dieta medicada",https://dspace.espol.edu.ec/handle/123456789/4634,Acuicultura,Facultad de Ingeniería Marítima y Ciencias del Mar
