NOMBREPROYEC,URL,CARRERA,FACULTAD
Geología y tectónica del área del golfo de Santa Fe,https://dspace.espol.edu.ec/handle/123456789/3308,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Operaciones de perforación y completaciones en un área del oriente Ecuatoriano,https://dspace.espol.edu.ec/handle/123456789/7918,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Caracterización geológica y geotécnica de un movimiento en masa en el sector Nueva Prosperina, Guayaquil - Ecuador",https://dspace.espol.edu.ec/handle/123456789/57876,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estimación del índice de peligrosidad de los volcanes potencialmente activos del Ecuador,https://dspace.espol.edu.ec/handle/123456789/63114,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Exploración de Aguas Subterráneas en Cadeate Para el Abastecimiento de la Comunidad.,https://dspace.espol.edu.ec/handle/123456789/35243,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Modelo Estructural Del Área Denominada Enami 25, Proyecto De Exploración Minera La Bonita, Mediante la Interpretación de Anaglifos Elaborados Sobre Modelo Digital De Elevación y Ortofotos Escala 1:5.000",https://dspace.espol.edu.ec/handle/123456789/43674,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Elaboración de un modelo de susceptibilidad frente a deslizamientos en el área urbana de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/63115,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Geología de los Cerros de Duran,https://dspace.espol.edu.ec/handle/123456789/58301,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudios geológicos de una cuenca sedimentaria de los carbones del austro: Loja-Ecuador,https://dspace.espol.edu.ec/handle/123456789/44364,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Evaluación del Balance sedimentario de las Cuencas Hidrográficas de Zapotal y Jipijapa hacia la zona litoral,https://dspace.espol.edu.ec/handle/123456789/51086,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Aplicación de sensores remotos en el estudio de áreas propicias para la prospección de aguas subterráneas en la zona occidental de Loja.,https://dspace.espol.edu.ec/handle/123456789/45304,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Carta de zonificación geotécnica de la cuenca de drenaje de la presa de Zapotal.,https://dspace.espol.edu.ec/handle/123456789/32458,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Aglomeración de partículas previo a la percolación de las arenas del sector  la independencia,https://dspace.espol.edu.ec/handle/123456789/3306,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Terremoto de Esmeraldas del 12 de diciembre de 1979, Mw=8.2: Inversión de datos hidrográficos para obtener sus características de ruptura",https://dspace.espol.edu.ec/handle/123456789/32242,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudio metalogenético preliminar de la zona charazani callinzani,https://dspace.espol.edu.ec/handle/123456789/61954,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Aplicación Del Método de Difracción Para la Determinación y Cuantificación de Minerales de Alteración Hidrotermal Del Sondaje TEL-01 Del Proyecto Telimbela, su Relación Con la Litología y Mineralización.",https://dspace.espol.edu.ec/handle/123456789/37133,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Aplicación de los métodos de resistividades en la exploración de aguas subterráneas en la zona Engabao - Playa,https://dspace.espol.edu.ec/handle/123456789/58057,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Geología petrolera de los campos tigre - tablazo - la fe - san joaquin - emporio - certeza - santo tomas,https://dspace.espol.edu.ec/handle/123456789/44494,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Caracterización geológica de nuevas fuentes de aprovechamiento de material pétreo en el sector urbano de la isla Santa Cruz - Galápagos,https://dspace.espol.edu.ec/handle/123456789/59496,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Correlaciones y análisis geológicos entre muestras de dragas recolectadas durante la campaña Amadeus (2005) y muestras de tierra tomadas entre jama y esmeraldas,https://dspace.espol.edu.ec/handle/123456789/61958,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Uso de Radiolarios como indicadores de fluctuaciones cálidas y frías del Océano Pacífico Ecuatorial Oriental durante el Holoceno,https://dspace.espol.edu.ec/handle/123456789/57873,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Vulnerabilidad sísmica de viviendas populares asentadas en cerros y en el sur de la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/51469,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Comportamiento hidrogeológico del cono de deyección del río Chimbo.,https://dspace.espol.edu.ec/handle/123456789/32456,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Investigación geológico - geotécnica parala construcción de una represa en el río Valdivia,https://dspace.espol.edu.ec/handle/123456789/44519,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Recopilación de información base para el mapa geoambiental del área urbana del gran Guayaquil y mapas en formato sig,https://dspace.espol.edu.ec/handle/123456789/3341,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Exploración de geofísica aplicada a la hidrogeología en los recintos san juan y san pablo de la Parroquia Cascol  Manabí,https://dspace.espol.edu.ec/handle/123456789/57875,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Modelo geológico del yacimiento “viche congüime 3” para la determinación de su valor económico,https://dspace.espol.edu.ec/handle/123456789/7808,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Geología para los estudios de prefactibilidad de la presa Salanguillo,https://dspace.espol.edu.ec/handle/123456789/32507,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Geología y geotecnia de la represa Daule - Peripa.  estudios definitivos,https://dspace.espol.edu.ec/handle/123456789/32486,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Análisis multitemporal de los cambios de cauce en la confluencia entre el río Coca y río Napo desde 2016 al 2022,https://dspace.espol.edu.ec/handle/123456789/59339,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Caracterización mineralógica del depósito de zeolitas naturales en el río Guaraguau (Isidro Ayora, Provincia del Guayas) y su aplicación en la remoción de amonio en aguas residuales.",https://dspace.espol.edu.ec/handle/123456789/24645,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Revisión del estado de conocimientos del fenómeno de dispersividad de los suelos y aporte de una nueva metodología recomendada para detectar arcillas dispersivas,https://dspace.espol.edu.ec/handle/123456789/58118,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudios geológicos y geotécnicos para la construcción de la presa Daule - Peripa,https://dspace.espol.edu.ec/handle/123456789/3427,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Calculo de reservas de la veta ""paraíso"" mina paraíso-distrito Ponce Enríquez",https://dspace.espol.edu.ec/handle/123456789/24770,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Caracterización y evaluación de la cuenca alta del rio santa rosa,https://dspace.espol.edu.ec/handle/123456789/61975,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Geomorfología fluvial y análisis multitemporal del río Bajaña, Los Ríos - Ecuador",https://dspace.espol.edu.ec/handle/123456789/52341,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Características geomecánicas de los suelos encontrados en el sistema de riego y drenaje de 17.000 has. en el valle del río Daule y su utilización en la construcción de terraplenes,https://dspace.espol.edu.ec/handle/123456789/3360,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Análisis geológico estructural de la mina r-nivel en el área cebral, huertas, distrito Zaruma, Ecuador",https://dspace.espol.edu.ec/handle/123456789/52330,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Análisis geotécnico de inestabilidades y propuesta de sostenimiento de taludes en dos sitios críticos de la vía Guangarcucho – Paute – Gualaceo,https://dspace.espol.edu.ec/handle/123456789/54873,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudio geológico y petrológico de una aureola de contacto producida por un cuerpo granítico y sus efectos en los depósitos de sulfuros masivos de la región de bailadores (Estado Merida – Venezuela).,https://dspace.espol.edu.ec/handle/123456789/3417,Geología,Facultad de Ingeniería en Ciencias de la Tierra
La sísmica de reflexión y su aplicación en la interpretación en una cuenca petrolífera (ríoja-cameros),https://dspace.espol.edu.ec/handle/123456789/3319,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Implicaciones geológicas y geomorfológicas del valle del río Upano y el puente de la vía Macas – Puyo, Morona Santiago, Ecuador",https://dspace.espol.edu.ec/handle/123456789/52328,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Evaluación geológica del cuerpo mineralizado soledad,https://dspace.espol.edu.ec/handle/123456789/6559,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Caracterización geológica y geoquímica del sector minero Bella Rica (Ponce Enríquez),https://dspace.espol.edu.ec/handle/123456789/57849,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Propuesta de metodología constructiva de pozo caso:Salida de emergencia del tramo labrador-carcelén del metro de Quito, Ecuador",https://dspace.espol.edu.ec/handle/123456789/48813,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Reconstrucción Paleogeográfica Del Paleógeno de la Cuenca Progreso Reconstrucción Paleogeográfica de Los Sedimentos Eocénicos Depositados en Las Zonas de Ancón y Anconcito.,https://dspace.espol.edu.ec/handle/123456789/37143,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Actualización de la información estratigráfica y bioestratigráfica del Pozo Ricaurte 1 en la Cuenca de Manabí desde el Eoceno hasta el Plioceno,https://dspace.espol.edu.ec/handle/123456789/57872,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Influencia de los lados emulsionados de bajo contenido de cal en la rata de penetración de pozos profundos,https://dspace.espol.edu.ec/handle/123456789/32472,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudio mineralurgico para la recuperación de estibina  yacimiento loma larga,https://dspace.espol.edu.ec/handle/123456789/61979,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Metodología para modelar datos de corte y relleno de la sección del terraplén de una carretera, mediante un sistema de información geográfica",https://dspace.espol.edu.ec/handle/123456789/24773,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudios geológicos y geotécnicos para la construcción de la presa Daule - Peripa,https://dspace.espol.edu.ec/handle/123456789/44280,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudios geotécnicos de la derivadora Mocache en el río Vinces.,https://dspace.espol.edu.ec/handle/123456789/32482,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Control de suelos expansivos en el área Tosagua.,https://dspace.espol.edu.ec/handle/123456789/44589,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"La Geología y Potencial Mineral De La Cordillera Real, Ecuador.",https://dspace.espol.edu.ec/handle/123456789/44376,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Aplicación de la geoeléctrica para la caracterización hidrogeológica en la comuna la Aguadita Santa Elena,https://dspace.espol.edu.ec/handle/123456789/55512,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudio de la concentración natural y artificial de arenas negras en General Villamil Playas,https://dspace.espol.edu.ec/handle/123456789/3398,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudio de deslizamiento en el embalse de la presa libertad,https://dspace.espol.edu.ec/handle/123456789/61996,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Modelamiento estratigráfico de la arenisca u por ciclos sedimentarios menores en el área meridional del campo Sacha,https://dspace.espol.edu.ec/handle/123456789/48810,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Continuación de las investigaciones geológicas y cartografiado regional,https://dspace.espol.edu.ec/handle/123456789/61997,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudio de factibilidad geológico geotécnica para la construcción de una represa en el río Valdivia.,https://dspace.espol.edu.ec/handle/123456789/32465,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Recuperación de oro de relaves utilizando mera concentradora y cianuración por agitación.,https://dspace.espol.edu.ec/handle/123456789/3342,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Estudio estratigráfico de la formación Angostura en los cortes del cerro la Mona (1) y el río Cascol (2)  provincia de Manabí.  (1) coordenadas (LONG. oeste 80° 33' 17"" lat. sur. 1° 21' 43"" )  (LONG. Oeste 80° 33' 21"" Lat. Sur. 1° 21' 47"" ) ( 2) Coordenadas (LONG. Oeste 80° 27' 17"" Lat. Sur. 1° 39' 5"" ) (LONG. Oeste 80° 27' 32"" Lat. Sur. 1° 40' 7"" ).",https://dspace.espol.edu.ec/handle/123456789/32460,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Caracterización Geológica del cerro curiurcu para la construcción de un túnel carretero en la vía Guaguarcucho-Paute-Gualaceo,https://dspace.espol.edu.ec/handle/123456789/54882,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Estudio geológico de los campos petroleros Matilde-Carmela, península de Santa Elena y sus posibilidades de desarrollo petrolero",https://dspace.espol.edu.ec/handle/123456789/44460,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudio Geológico  Minero y evaluación económica Preliminar Del Yacimiento Mineral De Kumurana (Potosi - Bolivia),https://dspace.espol.edu.ec/handle/123456789/44488,Geología,Facultad de Ingeniería en Ciencias de la Tierra
An experimental method for determination of poissons ratio in soils.,https://dspace.espol.edu.ec/handle/123456789/45305,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Ensambles de minerales de alteración hidrotermal como guía para un depósito tipo pórfido de cobre, sobre la concesión amadores, Imbabura-Ecuador",https://dspace.espol.edu.ec/handle/123456789/51506,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Bioestratigrafía de los sedimentos de la Bahía Almirantazgo, Isla Rey Jorge, Shetland del Sur, territorio Antártico - Ecuador .
Coordinadas Long. W 58° 28' Lat. s.  62° 05´40""
 Long. W 58° 20' Lat. s.  62° 05´40""  Long. W 58° 28' Lat. s.  62° 08´ 3""
Long. W 58° 23' Lat. s.  62° 08´ 3""",https://dspace.espol.edu.ec/handle/123456789/3357,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Caracterización geotérmica y consideraciones ambientales de los baños termales de San Vicente, provincia del Guayas.",https://dspace.espol.edu.ec/handle/123456789/32463,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Evaluación de la ocurrencia de zonas de inundación por tsunamis en la península de Santa Elena, a través del estudio del registro de paleotsunamis, ubicación piloto comuna San Pablo",https://dspace.espol.edu.ec/handle/123456789/51501,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Consideraciones para el pre-diseño de las condiciones geotécnicas de seguridad mediante la evaluación geomecánica y estabilidad de taludes en el sector del hospital humberto molina, Zaruma-Ecuador",https://dspace.espol.edu.ec/handle/123456789/54883,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Análisis geológico estructural del proyecto minero loma quezada en Santa Rosa, el Oro - Ecuador",https://dspace.espol.edu.ec/handle/123456789/51087,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Exploración geológico - minera para fosfatos en la formación de la luna (Sierra Perijá - Venezuela),https://dspace.espol.edu.ec/handle/123456789/3438,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Cianuración por agitación de las minas de Ponce Enriquez,https://dspace.espol.edu.ec/handle/123456789/3368,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Desarrollo del filosicato caolinita en la formación hollín- campo pucuna del activo palo azul,https://dspace.espol.edu.ec/handle/123456789/52568,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Morfología y evolución tecto-sedimentaria del cañón submarino de Esmeraldas a partir de datos batimétricos y de sísmica de alta resolución.,https://dspace.espol.edu.ec/handle/123456789/30434,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Análisis de morfo estructuras en imágenes rodar, fotos aéreas, red de drenaje y modelos numéricos para la observación de deformaciones de una margen activa: ejemplo de Manta",https://dspace.espol.edu.ec/handle/123456789/3391,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudio estratigráfico de la formación San Mateo en corte Puerto López Salango.,https://dspace.espol.edu.ec/handle/123456789/3410,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Análisis geomorfológico y puesta en valor como geositios de acantilados de playas representativas de Manabí (Ecuador).,https://dspace.espol.edu.ec/handle/123456789/55524,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Evaluación geofísica de la Zona Alrededor de la Isla Greenwich en la Antártida,https://dspace.espol.edu.ec/handle/123456789/51593,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Estudio De Caracterización Volcanológica y Petrográfica De Las Ignimbritas De La Formación Jubones En El Sector De Santa Isabel- El Progreso,https://dspace.espol.edu.ec/handle/123456789/47476,Geología,Facultad de Ingeniería en Ciencias de la Tierra
La expansividad como criterio básico para la zonificación geotécnica del subproyecto lomas.,https://dspace.espol.edu.ec/handle/123456789/3317,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Peligrosidad sísmica y estimación de daños por ondas de sobrepresión y radiación térmica de la planta de almacenamiento de gas en Monteverde,https://dspace.espol.edu.ec/handle/123456789/30904,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Recopilación de Información base para el Mapa Geoambiental del Área Urbana del Gran Guayaquil y Mapas en Formato SIG,https://dspace.espol.edu.ec/handle/123456789/8134,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Mapa de superficies piezométricas en el área Milagro-chovo y sus aplicaciones en la determinación de las zonas de captación de agua subterránea,https://dspace.espol.edu.ec/handle/123456789/3321,Geología,Facultad de Ingeniería en Ciencias de la Tierra
"Evaluación geológica y geofísica del macro deslizamiento Llamacón, Central hidroeléctrica Mazar, Paute-Ecuador",https://dspace.espol.edu.ec/handle/123456789/63116,Geología,Facultad de Ingeniería en Ciencias de la Tierra
Geoquímica de metales pesados en golfo de guayaquil implicancias ambientales,https://dspace.espol.edu.ec/handle/123456789/55523,Geología,Facultad de Ingeniería en Ciencias de la Tierra
