NOMBREPROYEC,URL,CARRERA,FACULTAD
Análisis técnico de los ingresos por venta de una distribuidora de celulares localidad urdesa. período abril a julio 2006,https://dspace.espol.edu.ec/handle/123456789/4156,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de gestión basado en la metodología del balanced scorecard en una mmpresa mobiliaria ubicada en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/39371,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Auditoría de cumplimiento a la ley orgánica del sistema nacional de contratación pública en una institución de salud período 2012,https://dspace.espol.edu.ec/handle/123456789/39161,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de control de procesos por medio de indicadores de gestión para el Instituto Ecuatoriano de Seguridad Social de la ciudad de Milagro en el período enero a junio del año 2010,https://dspace.espol.edu.ec/handle/123456789/39016,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Análisis financiero y tributario sectorial de la implementación de la niif 15 en una empresa constructora de urbanizaciones y lotizaciones.,https://dspace.espol.edu.ec/handle/123456789/48904,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
"Diseño de un examen especial de auditoría al rubro de propiedad, planta y equipo en una empresa industrial en la ciduad de guayaquil para el período fiscal 2014.",https://dspace.espol.edu.ec/handle/123456789/45799,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de gestión de prevención de riesgos laborales aplicado a una compañía de vigilancia y seguridad privada,https://dspace.espol.edu.ec/handle/123456789/38079,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de control de gestión basado en la metodología del Balanced Scorecard y gestión por procesos en un instituto de educación superior Guayaquil 2008,https://dspace.espol.edu.ec/handle/123456789/37167,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
"Impacto contable, financiero y tributario de la niif 9 instrumentos financieros en la cartera de créditos de una institución financiera del ecuador",https://dspace.espol.edu.ec/handle/123456789/52954,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un plan de auditoría financiera para el ciclo de ventas de una empresa dedicada a la comercialización de bienes y servicios informáticos y tecnológicos para el período fiscal 2013,https://dspace.espol.edu.ec/handle/123456789/37872,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Analisis tecnico de los gastos de viaje de los vendedores de una empresa industrial de fundas plasticas localizada en la ciudad de guayaquil para el segundo periodo del 2006,https://dspace.espol.edu.ec/handle/123456789/35144,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
"Análisis de los Ingresos y Gastos Operacionales de una Empresa dedicada a la Compra/Venta y Prestación de Servicios Relacionados con la Telefonía móvil, Guayaquil 2006",https://dspace.espol.edu.ec/handle/123456789/39847,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Tipología de cumplimiento tributario y detección de brechas de veracidad aplicando el Sistema de Alerta de Riesgo Tributario (SMART) en el caso de los abogados independientes que laboran en el cantón Milagro,https://dspace.espol.edu.ec/handle/123456789/38867,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño e implementación de un sistema de gestión de calidad basado en la norma ISO 9001-2008 aplicado a una empresa que se dedica a la venta de equipos de impresión en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/37856,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
"Diseño de un plan de Auditoría para el rubro de la Cuenta Efectivo y Equivalente al Efectivo de una Empresa que se dedica a la compra y venta de materiales de construcción y acabados, para el año 2013.",https://dspace.espol.edu.ec/handle/123456789/39984,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de control de gestión para un instituto de inglés en la ciudad de guayaquil,https://dspace.espol.edu.ec/handle/123456789/39481,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Análisis de la efectividad y propuesta de mejora del sistema de gestión de calidad basado en la norma ISO 9001:2008 a una empresa dedicada a la seguridad privada ubicada en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/39151,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Tipología de cumplimiento tributario y detección de brechas de veracidad aplicando el sistema de alerta de riesgo tributario a empresas que realizan actividades de embalaje de madera que se utiliza en el comercio internacional (sector manufacturero : fabricación de pallets).,https://dspace.espol.edu.ec/handle/123456789/57384,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de control de gestión aplicando reingeniería de procesos al área de compras de una empresa dedicada a la comercialización de equipos de computación y sus derivados,https://dspace.espol.edu.ec/handle/123456789/38644,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
"Análisis y control  del cumplimiento tributario en el ejercicio fiscal 2008 de una empresa localizada en la ciudad de Guayaquil que dedica a la elaboración, producción y exportación de aceite de pescado",https://dspace.espol.edu.ec/handle/123456789/37142,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
"Análisis técnico de la revisión de contratos en la jefatura cultural regional en manta, portoviejo y Santa Elena período 2006",https://dspace.espol.edu.ec/handle/123456789/10547,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Incidencia del impuesto a la salida de divisas en el sector importación de vehículos en el Ecuador,https://dspace.espol.edu.ec/handle/123456789/39383,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
"Diseño de un modelo de gestión por procesos aplicado a una  empresa proveedora de servicios de internet, ubicada en la ciudad de babahoyo",https://dspace.espol.edu.ec/handle/123456789/41199,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de gestión por procesos para el área administrativo-financiero de una empresa industrial dedicada a la fabricación de fundas plásticas para banano y venta de suministros agrícolas,https://dspace.espol.edu.ec/handle/123456789/48838,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Análisis financiero y tributario sectorial estudio de caso: empresas que brindan soluciones integrales para la gestión de redes hídricas.,https://dspace.espol.edu.ec/handle/123456789/52911,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de control de gestión aplicado a una entidad de educación superior para mejorar su eficacia en la Integración de  diferentes estándares. caso espol.,https://dspace.espol.edu.ec/handle/123456789/51884,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de gestión por procesos para el área de talento humano de una empresa de seguridad privada ubicada en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/39498,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Análisis de optimización y propuesta de mejora a los procesos relacionados con la gestión del inventario para una compañía que se dedica a la venta de materiales de construcción en la ciudad de Samborondón,https://dspace.espol.edu.ec/handle/123456789/39274,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un Plan de Auditoria Financiera al Rubro de Inventario de una Empresa Importadora y Exportadora de Cacao en el PerÍodo 2009 en Guayaquil,https://dspace.espol.edu.ec/handle/123456789/38316,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de gestión por procesos para las áreas comercial y soporte técnico de una empresa dedicada al desarrollo de software y servicios tecnológicos ubicada en la ciudad de guayaquil.,https://dspace.espol.edu.ec/handle/123456789/44551,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Análisis del cumplimiento tributario de una empresa dedicada a la fabricación y comercialización de rollos y fundas plásticas para productos de consumo masivo ubicada en la ciudad de Guayaquil durante el período fiscal 2008,https://dspace.espol.edu.ec/handle/123456789/38720,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de seguridad y salud ocupacional para una empresa que se dedica a la importación y comercialización de repuestos electrónicos alineado a SART,https://dspace.espol.edu.ec/handle/123456789/38813,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Auditoría y análisis tributario correspondiente al perçiodo fiscal 2007 de una empresa comercial y de servicios ubicada en la ciudad de Guayaquil dedicada a la compra y venta de equipos de oficina,https://dspace.espol.edu.ec/handle/123456789/38966,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
"Diseño de un sistema de gestión por procesos, aplicada a una empresa dedicada a la rectificación de motores ubicada en el cantón La Troncal",https://dspace.espol.edu.ec/handle/123456789/39500,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
"Auditoria del sistema de gestion de seguridad y salud del trabajo (sart) en una industria pasteurizadora de productos lacteos, ubicada en la ciudad de guayaquil.",https://dspace.espol.edu.ec/handle/123456789/48798,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de gestión por procesos a una empresa aseguradora de salud – medicina prepagada ubicada en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/39676,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
Diseño de un sistema de gestión basado en la metodología de las 5S aplicado al proceso de almacenamiento y despacho de producto terminado en una empresa que se dedica a la fabricación y comercialización de pinturas,https://dspace.espol.edu.ec/handle/123456789/36418,Ingeniería en Auditoría y Contaduría Pública Autorizada,Facultad de Ciencias Naturales y Matemáticas
