NOMBREPROYEC,URL,CARRERA,FACULTAD
"Propuesta de estrategias de diferenciación en puntos de venta de un distribuidor autorizado de productos tecnológicos, para la satisfacción de los clientes ubicado en la ciudad de Guayaquil",https://dspace.espol.edu.ec/handle/123456789/65554,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Plataforma digital que ayuda a impulsar el networking de pequeños y medianos emprendimientos ubicados en Guayaquil,https://dspace.espol.edu.ec/handle/123456789/57377,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Auditoria de sistemas al proceso de cobranzas individuales en el departamento de recaudaciones de la empresa salud S.A., tomando como marco referencial las prácticas de control interno coso ERM y el marco teórico COBIT",https://dspace.espol.edu.ec/handle/123456789/62271,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Plan de negocios para la comercialización de cacao fino de aroma en aproca provincia de Manabí,https://dspace.espol.edu.ec/handle/123456789/62154,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Plan estratégico de marketing dirigido a GITEWA S.A. PYME del sector turístico para el crecimiento y posicionamiento en el mercado,https://dspace.espol.edu.ec/handle/123456789/55974,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Estudio de mercado para medir la factibilidad de la apertura de una nueva  sucursal ecológica de la empresa FIESTAS PLUS en la ciudad de  Guayaquil, Durán o Daule",https://dspace.espol.edu.ec/handle/123456789/55972,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Implementación de una escuela de campo ""eca"" para la multiplicación de fincas auto sustentables",https://dspace.espol.edu.ec/handle/123456789/62145,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Mejora en la planificación de la demanda de recursos humanos en las Áreas Técnicas de una empresa de telecomunicaciones y su impacto en la rotación de personal: Caso Telecomunicaciones,https://dspace.espol.edu.ec/handle/123456789/62454,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Cómo mitigar daños ante eventos de servicios catastróficos,https://dspace.espol.edu.ec/handle/123456789/65556,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Impacto de redes sociales como Estrategia de Marketing en  PYMES sector pastelero dentro de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/57389,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Apoyo al sistema productivo del café para los socios de la asociación agrícola y ganadera el laurel de la parroquia changaimina,https://dspace.espol.edu.ec/handle/123456789/62182,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Auditoria de controles generales de TI,https://dspace.espol.edu.ec/handle/123456789/62286,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Cómo Diferenciar el Servicio de Maquillaje en Guayaquil para atraer a las Generaciones X, Y y Z",https://dspace.espol.edu.ec/handle/123456789/62465,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Propuesta para la creación del Centro Turístico de Zonas Naturales ""San Antonio"" - Guamote",https://dspace.espol.edu.ec/handle/123456789/62113,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Crianza y comercialización comunitaria de cuy aplicado a la organización unión y progreso recinto bosque de oro del cantón las naves provincia de Bolívar,https://dspace.espol.edu.ec/handle/123456789/62168,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Alternativas de creación de un programa de educación complementaria para estudiantes de la carrera Administración de Empresas de ESPOL,https://dspace.espol.edu.ec/handle/123456789/65560,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Comercialización de productos agrícolas de la parroquia shaglli, Santa Isabel como estrategia de aplicación en la cuenca de los jubones",https://dspace.espol.edu.ec/handle/123456789/62149,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Auditoria de la seguridad de información al sistema electrónico bursátil (SEB) de la bolsa de valores de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/62284,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Modelos de negocios aplicados en redes sociales por empresas del sector turístico de la ciudad de Guayaquil durante la pandemia por SARS-COV-2,https://dspace.espol.edu.ec/handle/123456789/53153,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Plan de negocio para la producción y comercialización de mochila ecoamigable elaborada con plásticos y residuos,https://dspace.espol.edu.ec/handle/123456789/53179,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Plan de negocio para la aplicación en regulación de energía renovables en los hogares de la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/55975,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Disminución de malaria en las áreas de intervención: el recreo, duran ii y cerro redondo, en el cantón duran, provincia del guayas",https://dspace.espol.edu.ec/handle/123456789/62183,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Montaje, mantenimiento y operación de los cinco pozos de petróleo por el sistema de bombeo mecánico, en cantón Santa Elena",https://dspace.espol.edu.ec/handle/123456789/62150,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Elaboración y comercialización de balanceado de maíz ""Manabí",https://dspace.espol.edu.ec/handle/123456789/62236,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Diseño de plan de marketing estratégico y operativo para la marca de cerveza  artesanal ""ETNIA""",https://dspace.espol.edu.ec/handle/123456789/58262,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
''Reconversión de fincas cafetaleras con valor agregado'',https://dspace.espol.edu.ec/handle/123456789/62146,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Impacto de las buenas prácticas de Responsabilidad Social Empresarial  en la Satisfacción Laboral de una empresa distribuidora de productos  farmacéuticos en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/55998,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Modelo de negocio que impulse la reutilización y fortalezca la economía circular en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/53116,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Análisis, evaluación y propuesta de estrategias para el aumento de la producción después de la pandemia COVID - 19 de la empresa RM S.A. ubicada en el cantón Naranjito",https://dspace.espol.edu.ec/handle/123456789/53146,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Adaptación de periódicos ante la disminución de lectores de medios impresos en Guayaquil: un análisis de los últimos 20 años,https://dspace.espol.edu.ec/handle/123456789/53227,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Producción y comercialización de hortalizas en el cantón Pajan,https://dspace.espol.edu.ec/handle/123456789/62170,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Programa de transplante renales en el IESS,https://dspace.espol.edu.ec/handle/123456789/62151,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Estrategias para mejorar la movilidad y la experiencia de los estudiantes politécnicos dentro del campus,https://dspace.espol.edu.ec/handle/123456789/60395,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Propuesta de implementación de un modelo de negocio innovador que promueva el reciclaje sostenible a través de incentivos a las familias ecuatorianas,https://dspace.espol.edu.ec/handle/123456789/53176,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Aplicación de la inteligencia artificial en el marketing para emprendedores,https://dspace.espol.edu.ec/handle/123456789/65525,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Elaboración de una crema facial,https://dspace.espol.edu.ec/handle/123456789/62239,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Potenciación de oficina de servicios contables tributarios y administrativos con ampliación a una empresa consultora y capacitadora en gestión empresarial de calidad,https://dspace.espol.edu.ec/handle/123456789/62172,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Sistema de compra comunitaria (S.C.C.C) en el barrio patria nueva de la ciudad de Quininde,https://dspace.espol.edu.ec/handle/123456789/62216,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Modelo de negocio para la mejora de competitividad y posicionamiento de Calzado Rey en el mercado local,https://dspace.espol.edu.ec/handle/123456789/65564,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Análisis de Satisfacción de los Usuarios de Hospedajes Gestionado por Medio de la Plataforma Airbnb,https://dspace.espol.edu.ec/handle/123456789/58283,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Proyecto de cría y exportación de pepinos del mar,https://dspace.espol.edu.ec/handle/123456789/62297,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
El fracaso prematuro de los pequeños emprendimientos y el uso tecnológico para promover su sostenibilidad,https://dspace.espol.edu.ec/handle/123456789/57382,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Modelo de Negocio para el crecimiento de restaurantes de comida de alta demanda en la Ciudad de Guayaquil: Un Estudio de Casos,https://dspace.espol.edu.ec/handle/123456789/65559,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Centro de bienestar corporal s.a. Cebicorp S.A. Armony Day Spa,https://dspace.espol.edu.ec/handle/123456789/62262,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Proyecto de gestión estratégica y financiera para implementación de  fumigación con dron en una asociación arrocera del cantón Santa  Lucía,https://dspace.espol.edu.ec/handle/123456789/53121,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Alternativas de nuevas líneas de productos terminados a partir de material ferroso reciclado en NOVARED,https://dspace.espol.edu.ec/handle/123456789/65562,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Estudio para la creación de una empresa de servicios de mantenimiento y limpieza integral en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/62292,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Procesamiento y comercialización de la yuca y sus derivados,https://dspace.espol.edu.ec/handle/123456789/62157,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Diseño e implementación de herramientas tecnológicas para la capacitación y comunicación de la Lengua de Señas Ecuatoriana en empresas de servicio de la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/53194,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Auditoria del proyecto de desarrollo de aplicaciones jano erp en el CEES,https://dspace.espol.edu.ec/handle/123456789/62142,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Implementación de una caja de ahorro y crédito ""la abejita artesanal"" en el cantón gonzanama",https://dspace.espol.edu.ec/handle/123456789/62162,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Auditoria de aplicación y base de datos,https://dspace.espol.edu.ec/handle/123456789/62285,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Recuperación de suelos a través de alternativas ecológicamente apropiadas en la producción agrícola,https://dspace.espol.edu.ec/handle/123456789/62143,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Centro de capacitación de educación horizontal para m@estras de educación primaria en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/62231,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Propuesta de modelo de negocio para la creación de un centro de estimulación infantil en centros de educación superior,https://dspace.espol.edu.ec/handle/123456789/60396,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Influencia de la competencia en el idioma inglés en la percepción de empleabilidad de graduados de administración de empresas en una universidad pública del Ecuador,https://dspace.espol.edu.ec/handle/123456789/65555,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Análisis comparativo de estrategias de fidelización y retención de clientes para una marca  comercial del sector de telecomunicaciones de Ecuador,https://dspace.espol.edu.ec/handle/123456789/62450,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Estudio de mercado para establecer estrategias competitivas en la comercialización de AguantaGotas de la empresa “Omega Corp”,https://dspace.espol.edu.ec/handle/123456789/55951,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Propuesta de mejora en la gestión comercial de la empresa Mercario,https://dspace.espol.edu.ec/handle/123456789/57388,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Auditoria a la adquisición y procesamiento de datos del área de telemetría para la empresa eléctrica  de Guayaquil utilizando ISO 27002,https://dspace.espol.edu.ec/handle/123456789/62274,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Proyecto de creación de una planta productora y procesadora de leche de soya para su comercialización en Guayaquil,https://dspace.espol.edu.ec/handle/123456789/62256,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Estudio sobre la actitud hacia la adopción de herramientas de interacción virtual y su efecto en la satisfacción laboral en la modalidad de teletrabajo.,https://dspace.espol.edu.ec/handle/123456789/53147,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Plan de continuidad de negocios-Agripad S.A.,https://dspace.espol.edu.ec/handle/123456789/62153,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Centro de capacitación contable financiera y tributaria C.C.CONFIT,https://dspace.espol.edu.ec/handle/123456789/62166,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Déficit turístico en sitio el pelado, cantón playas",https://dspace.espol.edu.ec/handle/123456789/62124,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Optimizar procesos de cobranza para potenciar la fidelización y lealtad de los clientes,https://dspace.espol.edu.ec/handle/123456789/65549,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Implementación y operación de un centro de acopio en la parroquia San Luis de Pambil,https://dspace.espol.edu.ec/handle/123456789/62148,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Gestión administrativa para la adopción de paneles solares en empresas de la ciudad de Guayaquil: Estudio de casos,https://dspace.espol.edu.ec/handle/123456789/65557,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Diseño de plan estratégico y control de gestión a través del cuadro de mando integral de la empresa Compu-Micro.,https://dspace.espol.edu.ec/handle/123456789/53145,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"La nueva era de las comunidades de marca dentro de la red social Instagram,  estudio basado en un análisis cualitativo de la industria de alimentos y bebidas",https://dspace.espol.edu.ec/handle/123456789/57366,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Impacto del ingreso de marcas chinas en la industria automotriz del Ecuador: Un análisis de la competencia, estrategias de mercado y percepción del consumidor",https://dspace.espol.edu.ec/handle/123456789/62452,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Introducción de Gelatina con Flor de Jamaica como postre para personas con restricciones dietéticas,https://dspace.espol.edu.ec/handle/123456789/60368,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Estudio de Prefactibilidad para la introducción del concepto Dark Kitchen que les permita a emprendedores ingresar al sector de cafeterías,https://dspace.espol.edu.ec/handle/123456789/53209,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Diseño de aplicación móvil para la gestión de inventarios en las microempresas de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/60393,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Alternativas para la validación de buenas prácticas de RSE en el  eje comunitario: Caso CEDESA - ESPOL,https://dspace.espol.edu.ec/handle/123456789/62456,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Plan de Mejora de Estructuración en los controles y recursos del proceso de Compras e Importaciones de una empresa de fabricación de productos de plástico,https://dspace.espol.edu.ec/handle/123456789/58255,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Propuesta de mejora del proceso de gestión de información interna de la Escuela de Organización Integral de Eventos de la FSCH-ESPOL,https://dspace.espol.edu.ec/handle/123456789/65565,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Estudio de factibilidad económico financiero para la apertura de una sucursal de servicios de ""grupo químico marcos"" en el cantón manta",https://dspace.espol.edu.ec/handle/123456789/62141,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Plan de marketing para implementar un nuevo programa de pregrado en  administración de empresas autofinanciado para una institución pública de  educación superior del Ecuador,https://dspace.espol.edu.ec/handle/123456789/62447,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Plan de gestión estratégica y comercial para afrontar la pandemia en la empresa LHENRIQUES,https://dspace.espol.edu.ec/handle/123456789/53123,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Optimización del control de activos de operación en el área de servicio catering de un hotel en Guayaquil,https://dspace.espol.edu.ec/handle/123456789/65553,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Mejoras en el proceso de gestión de capacitaciones externas de una empresa de telecomunicaciones en Ecuador,https://dspace.espol.edu.ec/handle/123456789/58272,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Nivel de engagement de una multinacional: análisis relacional e impacto corporativo,https://dspace.espol.edu.ec/handle/123456789/65550,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Rediseñar el modelo operativo de empresas pymes de telecomunicaciones para mejorar su eficiencia.,https://dspace.espol.edu.ec/handle/123456789/65547,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Proyecto complementario de alcantarillado sanitario parroquia Quinsaloma,https://dspace.espol.edu.ec/handle/123456789/62114,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Uso de LinkedIn, como herramienta networking, para potenciar oportunidades laborales en  estudiantes universitarios",https://dspace.espol.edu.ec/handle/123456789/57393,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Potenciar la marca profesional con inteligencia artificial,https://dspace.espol.edu.ec/handle/123456789/60383,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Modelo de negocio de E-commerce en Ecuador a través de Amazon para la venta de productos en un mundo globalizado,https://dspace.espol.edu.ec/handle/123456789/65524,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Análisis de mercado en jóvenes guayaquileños de 18 a 28 años para el desarrollo de una aplicación de gestión de finanzas personales,https://dspace.espol.edu.ec/handle/123456789/58269,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Estrategia comercial para incrementar la cartera de clientes de la empresa Intenergy Cía. Ltda.,https://dspace.espol.edu.ec/handle/123456789/55977,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Modelos de vinculación universidad-empresa aplicable a la carrera de Administración en  ESPOL,https://dspace.espol.edu.ec/handle/123456789/58276,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Campaña móvil de prevención de cáncer servico uterino en la ciudad de Guayaquil y zonas rurales,https://dspace.espol.edu.ec/handle/123456789/62234,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Servicio de asesoría y gestión personal,https://dspace.espol.edu.ec/handle/123456789/62250,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Son las importaciones directas clave para el desarrollo de los emprendimientos locales?,https://dspace.espol.edu.ec/handle/123456789/60386,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Efecto en la percepción de la calidad en la satisfacción de los pacientes de los servicios médicos en el Centro Médico MEDISUR,https://dspace.espol.edu.ec/handle/123456789/55950,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Elaboración de estudio de mercado para la producción y comercialización de harina de arroz de la empresa arrocera Portiarroz S.A.,https://dspace.espol.edu.ec/handle/123456789/53133,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Plan de negocios para la comercialización de una línea de snacks proteicos en  los gimnasios de la Escuela Superior Politécnica del Litoral,https://dspace.espol.edu.ec/handle/123456789/62451,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Centro de ecuación profesional e integral C.E.P.I.,https://dspace.espol.edu.ec/handle/123456789/62261,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Evaluación del efecto de una Zona de Recarga como Medición para el Síndrome del Burnout en el personal de producción de la empresa Sorbetto contribuyendo a la mejora del desempeño laboral e inteligencia emocional,https://dspace.espol.edu.ec/handle/123456789/58261,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Desarrollo de plan de marketing estratégico y operativo para la marca Doggies en el mercado ecuatoriano,https://dspace.espol.edu.ec/handle/123456789/53224,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Lipstick ladies entertaiment,https://dspace.espol.edu.ec/handle/123456789/62260,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Motivaciones del individuo para la realización de la actividad física: un estudio enfocado a personas que residen en Guayaquil,https://dspace.espol.edu.ec/handle/123456789/53225,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Estrategias organizacionales de cogeneración eléctrica con biomasa como contribución industrial al sistema nacional interconectado de Ecuador,https://dspace.espol.edu.ec/handle/123456789/62466,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Efecto de la calidad de servicios electrónicos de las aplicaciones móviles bancarias en la satisfacción y lealtad del cliente: un estudio a la Banca Privada ecuatoriana,https://dspace.espol.edu.ec/handle/123456789/56019,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Análisis de la adopción de los ETFs de Bitcoin como una posible opción de inversión de alto  rendimiento en el Ecuador.,https://dspace.espol.edu.ec/handle/123456789/62455,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Análisis y diseño de un sistema de gestión de seguridad de la información basado en la norma iso27001, para la dirección regional litoral INEC",https://dspace.espol.edu.ec/handle/123456789/62267,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Grado de aceptación de la de Inteligencia Artificial Generativa en el ámbito  académico universitario,https://dspace.espol.edu.ec/handle/123456789/62442,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Centro de asesoría contable de la zona sur de Manabí,https://dspace.espol.edu.ec/handle/123456789/62251,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Evaluación del comportamiento del consumidor en la elección de centros estéticos para la realización de cirugías plásticas,https://dspace.espol.edu.ec/handle/123456789/58289,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Propuesta de mejora al modelo de negocio actual de los centros de reciclaje en Guayaquil,https://dspace.espol.edu.ec/handle/123456789/57372,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Modelo de gestión de proyectos para una Empresa Pública de Servicios,https://dspace.espol.edu.ec/handle/123456789/58277,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Importación y comercialización de pernos especiales de alta resistencia,https://dspace.espol.edu.ec/handle/123456789/62253,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Aplicación compuesta de abono orgánico y fertilizantes para reducir costos de producción en los cultivos de arroz de la provincia del Guayas,https://dspace.espol.edu.ec/handle/123456789/53188,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
"Cooperativa de ahorro y crédito ""mujer emprendedora""",https://dspace.espol.edu.ec/handle/123456789/62117,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Modelo de negocio para la creación de Epikos bites en el mercado de comida rápida en Guayaquil,https://dspace.espol.edu.ec/handle/123456789/65566,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Conocimientos y herramientas efectivas para el desarrollo de ideas de negocios comerciales en Ecuador,https://dspace.espol.edu.ec/handle/123456789/55964,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
Modelo de negocios basado en herramientas de comunicación aplicados por emprendimientos artesanales de calzado de cuero en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/53193,Administración de Empresas,Facultad de Ciencias Sociales y Humanísticas
