NOMBREPROYEC,URL,CARRERA,FACULTAD
Interfase entre un graficador y una base de datos,https://dspace.espol.edu.ec/handle/123456789/61095,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una plataforma web de visualización de datos estadísticos sobre los indicadores de alerta del sistema de contratación pública del Ecuador,https://dspace.espol.edu.ec/handle/123456789/57519,Computación,Facultad de Ingeniería en Electricidad y Computación
Portal de navegación de la FIEC mediante el uso de teléfonos móviles,https://dspace.espol.edu.ec/handle/123456789/8001,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una aplicación web para la gestión de información de jugadores en una institución deportiva,https://dspace.espol.edu.ec/handle/123456789/62320,Computación,Facultad de Ingeniería en Electricidad y Computación
Diseño e implementación de un sistema de información y comunicación para la evaluación en línea y monitoreo que realiza el CEEMP de la actividad emprendedora a la comunidad politécnica,https://dspace.espol.edu.ec/handle/123456789/44178,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis, diseño e implementación del módulo control de procesos de gestión y apoyo del sistema estratégico de calidad de Compulead s.a.",https://dspace.espol.edu.ec/handle/123456789/8097,Computación,Facultad de Ingeniería en Electricidad y Computación
"Sistema administrador de invitaciones, eventos y memos basado en una aplicación Cliente - Servidor",https://dspace.espol.edu.ec/handle/123456789/44259,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una herramienta para la identificación de proveedores de internet (ISP) usando teléfonos móviles y datos de geo posicionamiento,https://dspace.espol.edu.ec/handle/123456789/42569,Computación,Facultad de Ingeniería en Electricidad y Computación
Servicios informativos y publicitarios de centros comerciales usando tecnología Bluetooth para dispositivos móviles,https://dspace.espol.edu.ec/handle/123456789/45282,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una aplicación web para la analítica de datos del proceso de aprendizaje integrado con la plataforma Canvas LMS,https://dspace.espol.edu.ec/handle/123456789/66031,Computación,Facultad de Ingeniería en Electricidad y Computación
Mejora de la experiencia de usuario del sistema de gestión de solicitudes hacia el comité de Ética en Investigación de la ESPOL,https://dspace.espol.edu.ec/handle/123456789/66032,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de tablero de monitoreo de calidad de servicio de redes inalámbricas wifi,https://dspace.espol.edu.ec/handle/123456789/57045,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema para el manejo y control gráfico del trafico de buques que arriban al Puerto de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/40855,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un aplicativo para soportar las operaciones en garita de Naportec orientado a puerto digital,https://dspace.espol.edu.ec/handle/123456789/52731,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un modelo de aprendizaje profundo para el reconocimiento y clasificación de expresiones faciales asociadas a la enfermedad de Parkinson,https://dspace.espol.edu.ec/handle/123456789/57102,Computación,Facultad de Ingeniería en Electricidad y Computación
Modelamiento y Programación de un Juego de Legos en un Entorno de Realidad Virtual,https://dspace.espol.edu.ec/handle/123456789/11182,Computación,Facultad de Ingeniería en Electricidad y Computación
"Plan de negocios para comercializar productos electrónicos para el control y administración de locales y áreas residenciales, comerciales e industriales. presentación del prototipo: modulo electrónico para uso eficiente de un ascensor",https://dspace.espol.edu.ec/handle/123456789/13482,Computación,Facultad de Ingeniería en Electricidad y Computación
"Sitio electrónico de pagos y transferencias en línea: análisis, diseño e implementación de sistema de pagos y transferencias en línea, aplicado a sitios de comercio electrónico en internet",https://dspace.espol.edu.ec/handle/123456789/42673,Computación,Facultad de Ingeniería en Electricidad y Computación
Generación de versiones especializadas de la Wikipedia,https://dspace.espol.edu.ec/handle/123456789/13796,Computación,Facultad de Ingeniería en Electricidad y Computación
InvestMaster para Windows,https://dspace.espol.edu.ec/handle/123456789/42343,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de gestión administrativa para el programa modelos de cooperación para una migración de formación y del mercado laboral orientada al desarrollo (PAM),https://dspace.espol.edu.ec/handle/123456789/56820,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de módulo de analítica de datos para aplicación web enfocada en el monitoreo de piscinas camaroneras,https://dspace.espol.edu.ec/handle/123456789/57044,Computación,Facultad de Ingeniería en Electricidad y Computación
Creación de un contenedor de widgets,https://dspace.espol.edu.ec/handle/123456789/14759,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema centralizado de administración de información entre las oficinas del CENAIM ubicadas en San Pedro (Península de Santa Elena) y la ESPOL (Campos Gustavo Galindo) a través de una red privada virtual,https://dspace.espol.edu.ec/handle/123456789/42704,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un software traductor de coordenadas GPS,https://dspace.espol.edu.ec/handle/123456789/42677,Computación,Facultad de Ingeniería en Electricidad y Computación
Tecnología Cliente Servidor: simulación del proceso de registros en una universidad,https://dspace.espol.edu.ec/handle/123456789/43882,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis, diseño e implementación  de un juego  interactivo y educativo que a través del uso de un modelo experto basado en reglas de inferencia permita a los usuarios soportar estrategias de prevención y reducción del dengue",https://dspace.espol.edu.ec/handle/123456789/21387,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema multiplataforma para la administración de laboratorios de computación (SMALC),https://dspace.espol.edu.ec/handle/123456789/44601,Computación,Facultad de Ingeniería en Electricidad y Computación
"Analisis, diseño e implementacion de un sistema integrado contable administrativo multiusuario para la empresa acquasplendor",https://dspace.espol.edu.ec/handle/123456789/37284,Computación,Facultad de Ingeniería en Electricidad y Computación
Análisis de seguridad de transferencia de VOIP y desempeño de los protocolos en redes con clientes inalámbricos,https://dspace.espol.edu.ec/handle/123456789/3001,Computación,Facultad de Ingeniería en Electricidad y Computación
Tecnología cliente servidor con arquitectura CORBA : simulación del proceso de comercialización agrícola,https://dspace.espol.edu.ec/handle/123456789/43479,Computación,Facultad de Ingeniería en Electricidad y Computación
"Implementación de un cluster altamente disponible, utilizando servidores IBM pSeries con sistema operativo AIX, compartiendo un sistema de archivos concurrentes",https://dspace.espol.edu.ec/handle/123456789/45985,Computación,Facultad de Ingeniería en Electricidad y Computación
Implementación de un sistema de soporte administrativo para el proceso de planificación académica de la Facultad de Ingeniería en Electricidad y Computación,https://dspace.espol.edu.ec/handle/123456789/41139,Computación,Facultad de Ingeniería en Electricidad y Computación
Base de datos centralizada para sistemas de seguridad,https://dspace.espol.edu.ec/handle/123456789/10896,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis de la web de la ESPOL y afines, utilizando hadoop como una plataforma de procesamiento masivo de datos",https://dspace.espol.edu.ec/handle/123456789/48811,Computación,Facultad de Ingeniería en Electricidad y Computación
Mejora de la experiencia de usuario en la bolsa de trabajo de la ESPOL,https://dspace.espol.edu.ec/handle/123456789/57035,Computación,Facultad de Ingeniería en Electricidad y Computación
Arquitectura Cliente/Servidor: control de ventas e inventario en una farmacia,https://dspace.espol.edu.ec/handle/123456789/43989,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un tablero de control para el monitoreo de desastres  naturales y antrópicos,https://dspace.espol.edu.ec/handle/123456789/56399,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de información para administración de títulos valores,https://dspace.espol.edu.ec/handle/123456789/43482,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo del módulo de elaboración de rúbricas del sistema de gestión de resultados de aprendizaje (sisgra),https://dspace.espol.edu.ec/handle/123456789/47493,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema para generar gráficas a partir de logs tcpdump usando hadoop,https://dspace.espol.edu.ec/handle/123456789/16167,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un sitio seguro de E-Commerce dedicado a la venta de arreglos florales y regalos especiales para cualquier ocasión,https://dspace.espol.edu.ec/handle/123456789/42703,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un sistema de reportería y analítica de datos para comunidades de índole social,https://dspace.espol.edu.ec/handle/123456789/60591,Computación,Facultad de Ingeniería en Electricidad y Computación
"Implementación de un website de comercio electrónico, utilizando una infraestructura de red segura",https://dspace.espol.edu.ec/handle/123456789/7748,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de Planificación para la entrega de víveres de un Banco de Alimentos,https://dspace.espol.edu.ec/handle/123456789/62302,Computación,Facultad de Ingeniería en Electricidad y Computación
Diseño e implementación de un equipo de robots autónomos que toman decisiones en tiempo real: fútbol robótico-componente inteligente,https://dspace.espol.edu.ec/handle/123456789/2987,Computación,Facultad de Ingeniería en Electricidad y Computación
Implementación del portal web de administración de eventos para grupos de investigación,https://dspace.espol.edu.ec/handle/123456789/13679,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una versión mejorada del sistema de gestión de cuentas electrónicas de la ESPOL,https://dspace.espol.edu.ec/handle/123456789/57056,Computación,Facultad de Ingeniería en Electricidad y Computación
"Portal web para contribuir en la venta, comercialización y distribución de la Zeolita natural usando AJAX",https://dspace.espol.edu.ec/handle/123456789/19926,Computación,Facultad de Ingeniería en Electricidad y Computación
Comunicaciones unificadas con Elastix,https://dspace.espol.edu.ec/handle/123456789/39063,Computación,Facultad de Ingeniería en Electricidad y Computación
"Reingeniería de infraestructura de TI en agencia Peugeot Ambato. Integración a los servicios corporativos: ERP, internet, correo, mensajería instantánea, soporte remoto, videoconferencia y vigilancia",https://dspace.espol.edu.ec/handle/123456789/40091,Computación,Facultad de Ingeniería en Electricidad y Computación
Análisis diseño e implementación de un sistema que permita el análisis comparativo de concentraciones de pesticidas solubles y nutrientes que inciden en la calidad del agua en una Cuenca Hidrográfica,https://dspace.espol.edu.ec/handle/123456789/6622,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de información geográfico ambiental,https://dspace.espol.edu.ec/handle/123456789/43337,Computación,Facultad de Ingeniería en Electricidad y Computación
"Diseño, implementación y evaluación de un foro de discusión de apoyo a la educación a distancia en la ESPOL, basado en la ingeniería de la usabilidad y tecnologías del Web 2.0",https://dspace.espol.edu.ec/handle/123456789/44224,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de información geográfico de catastro,https://dspace.espol.edu.ec/handle/123456789/43944,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis, Diseño e Implementación de un Portal Web para Administrar la Información de los Proyectos de Organizaciones sin Fines de Lucro que son Realizados en Conjunto con el Municipio de Guayaquil",https://dspace.espol.edu.ec/handle/123456789/13663,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una aplicación web para la identificación del proveedor de servicio de internet y datos geo-referenciados,https://dspace.espol.edu.ec/handle/123456789/44466,Computación,Facultad de Ingeniería en Electricidad y Computación
Predicción temprana del estado de salud de mascotas mediante el análisis de hemogramas utilizando técnicas de aprendizaje automático,https://dspace.espol.edu.ec/handle/123456789/58187,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis, diseño e implementación de servicios en línea (detalle de llamada, facturas y guía virtual) en Linkotel S.A.",https://dspace.espol.edu.ec/handle/123456789/7708,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de herramienta de realidad aumentada para mejorar la experiencia de los visitantes al sitio arqueológico Real Alto,https://dspace.espol.edu.ec/handle/123456789/62325,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un sistema de Gestión y Análisis de Impacto en Beneficiarios de alimentos,https://dspace.espol.edu.ec/handle/123456789/60588,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de inventario cliente/servidor utilizando la tecnología de Java y JDBC para la conexión a bases de datos,https://dspace.espol.edu.ec/handle/123456789/43343,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo del módulo de consolidación del Sistema de Gestión de Resultados de Aprendizaje (SISGRA),https://dspace.espol.edu.ec/handle/123456789/47480,Computación,Facultad de Ingeniería en Electricidad y Computación
Implementación de minería de datos basadas en redes bayesianas para la toma de decisiones en los registros académicos,https://dspace.espol.edu.ec/handle/123456789/3088,Computación,Facultad de Ingeniería en Electricidad y Computación
Prototipo de sistema de administración y planificación automática de rutas óptimas para expresos escolares de instituciones educativas,https://dspace.espol.edu.ec/handle/123456789/19504,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un sistema para la comisión de transito del Guayas que permita a sus miembros utilizar dispositivos móviles como herramientas de trabajo para accesar y enviar información de forma remota,https://dspace.espol.edu.ec/handle/123456789/44297,Computación,Facultad de Ingeniería en Electricidad y Computación
Diseño y prototipo de una red colaborativa usando un sistema de alertas tecnológicas con el fin de aplacar el secuestro express con retiro de cajeros automáticos,https://dspace.espol.edu.ec/handle/123456789/45507,Computación,Facultad de Ingeniería en Electricidad y Computación
"Desarrollo de un Api para Uso de la ESPOL donde se Pueda Publicar anuncios de forma general, Tipo Servicios Clasificados Integrada con la web 2.0",https://dspace.espol.edu.ec/handle/123456789/19498,Computación,Facultad de Ingeniería en Electricidad y Computación
Diseño e implementación de un sistema web para la gestión del conocimiento para la Facultad de Ingeniería en Electrcidad y Computación (FIEC),https://dspace.espol.edu.ec/handle/123456789/44184,Computación,Facultad de Ingeniería en Electricidad y Computación
"Simulación de un sistema de control tipo PLC para el control de cargas monofásicas, diseño e implementación de una interfase por software, diseño del sistema de control de una interfase de potencia",https://dspace.espol.edu.ec/handle/123456789/61596,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de consultas académicas de estudiantes en la web,https://dspace.espol.edu.ec/handle/123456789/44185,Computación,Facultad de Ingeniería en Electricidad y Computación
Implementación de un sistema de despacho aduanero utilizando MERODE como método de análisis,https://dspace.espol.edu.ec/handle/123456789/44179,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis, diseño e implementación de un sistema adaptivo de recomendación de información basado en mashups",https://dspace.espol.edu.ec/handle/123456789/9036,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un sistema de planeación avanzado para la optimización de procesos de una planta reencauchadora de llantas utilizando el algoritmo tabu search,https://dspace.espol.edu.ec/handle/123456789/24151,Computación,Facultad de Ingeniería en Electricidad y Computación
"Cuantificación de plantas de banano usando imágenes de UAV, técnicas SIG y de aprendizaje profundo",https://dspace.espol.edu.ec/handle/123456789/57038,Computación,Facultad de Ingeniería en Electricidad y Computación
"Juego multimedia, didáctico e interactivo para el aprendizaje a temprana edad",https://dspace.espol.edu.ec/handle/123456789/40764,Computación,Facultad de Ingeniería en Electricidad y Computación
Webmarket,https://dspace.espol.edu.ec/handle/123456789/61175,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de información geográfico para el alcantarillado sanitario de la Ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/43477,Computación,Facultad de Ingeniería en Electricidad y Computación
Predicción de la producción agrícola familiar en el sector de Vinces a través del uso  de técnicas de aprendizaje autónomo,https://dspace.espol.edu.ec/handle/123456789/58184,Computación,Facultad de Ingeniería en Electricidad y Computación
"Diseño e implementación del parque virtual del proyecto "" ¡Ajá!, Parque de la Ciencia",https://dspace.espol.edu.ec/handle/123456789/35604,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un sistema para el manejo remoto de un robot de desinfección,https://dspace.espol.edu.ec/handle/123456789/57052,Computación,Facultad de Ingeniería en Electricidad y Computación
Elaboración e implementación de un portal de capacitación interactivo orientado a empresas desarrolladoras de software,https://dspace.espol.edu.ec/handle/123456789/44264,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de busqueda en línea de sitios turísticos dentro de la costa ecuatoriana utilizando un modelo de predicción de minería de datos,https://dspace.espol.edu.ec/handle/123456789/44235,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo del sistema de gestión de elementos de seguridad y del portal informativo de la unidad de seguridad y salud ocupacional,https://dspace.espol.edu.ec/handle/123456789/44477,Computación,Facultad de Ingeniería en Electricidad y Computación
Optimización y expansión de módulos del Sistema PREC para edificios Inteligentes,https://dspace.espol.edu.ec/handle/123456789/57058,Computación,Facultad de Ingeniería en Electricidad y Computación
Simulación de sistemas dinámicos continuos (CSMP VERSIÓN PARA WINDOWS 3.1),https://dspace.espol.edu.ec/handle/123456789/61146,Computación,Facultad de Ingeniería en Electricidad y Computación
Mejoras en el sistema de gestión de rutas de medición y LTI integrado en el Aula Virtual,https://dspace.espol.edu.ec/handle/123456789/62309,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una versión mejorada del módulo de gestión de proyectos de materia integradora de la ESPOL,https://dspace.espol.edu.ec/handle/123456789/60594,Computación,Facultad de Ingeniería en Electricidad y Computación
Text mining aplicado a la clasificación y distribución automática de correo electrónico y detección de correo spam,https://dspace.espol.edu.ec/handle/123456789/3225,Computación,Facultad de Ingeniería en Electricidad y Computación
Instalación y configuración del CRM Sugar con Asterisk,https://dspace.espol.edu.ec/handle/123456789/14761,Computación,Facultad de Ingeniería en Electricidad y Computación
Diseño bajo la arquitectura cliente-servidor del sistema integrado de notas,https://dspace.espol.edu.ec/handle/123456789/3283,Computación,Facultad de Ingeniería en Electricidad y Computación
Segmentación y clasificación automática de meningiomas cerebrales en imágenes  de resonancia magnética utilizando Inteligencia Artificial,https://dspace.espol.edu.ec/handle/123456789/62303,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis, diseño e implementación de un Sistema de Información Geográfico web turístico",https://dspace.espol.edu.ec/handle/123456789/48281,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un tablero de control para el seguimiento a graduados a nivel de grado y posgrado de la ESPOL,https://dspace.espol.edu.ec/handle/123456789/56395,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis, diseño e implementación de una alternativa de solución para mejorar la navegación web para personas discapacitadas",https://dspace.espol.edu.ec/handle/123456789/5916,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una versión mejorada del sistema de alerta temprana de inundaciones para el cantón Durán,https://dspace.espol.edu.ec/handle/123456789/58459,Computación,Facultad de Ingeniería en Electricidad y Computación
Diseño y desarrollo de una aplicación P2P de mensajería para la ESPOL usando tecnología JXTA,https://dspace.espol.edu.ec/handle/123456789/44228,Computación,Facultad de Ingeniería en Electricidad y Computación
Diseño e implementación de un sistema de control de un invernadero,https://dspace.espol.edu.ec/handle/123456789/42644,Computación,Facultad de Ingeniería en Electricidad y Computación
Aplicación bancaria en su casa,https://dspace.espol.edu.ec/handle/123456789/3223,Computación,Facultad de Ingeniería en Electricidad y Computación
Diseño e implementación de un sistema PBX hibrido para brindar servicio de telefonía IP a las unidades pertenecientes al campus peñas-ESPOL,https://dspace.espol.edu.ec/handle/123456789/5413,Computación,Facultad de Ingeniería en Electricidad y Computación
Módulo web para la calificación automatizada de tareas de programación,https://dspace.espol.edu.ec/handle/123456789/15829,Computación,Facultad de Ingeniería en Electricidad y Computación
Diseño e implementación de un servicio de una agencia virtual de empleo para la comunidad politécnica,https://dspace.espol.edu.ec/handle/123456789/42409,Computación,Facultad de Ingeniería en Electricidad y Computación
Open Source Survey Community,https://dspace.espol.edu.ec/handle/123456789/44739,Computación,Facultad de Ingeniería en Electricidad y Computación
Proyecto piloto standard AM/FM/GIS para el mantenimiento del sistema de subtransmisión y distribución aplicable a empresas eléctricas de servicio público,https://dspace.espol.edu.ec/handle/123456789/3164,Computación,Facultad de Ingeniería en Electricidad y Computación
Módulo de registro telefónico para el centro de eventos y seminarios de telemática y telecomunicaciones usando software libre y Asterisk,https://dspace.espol.edu.ec/handle/123456789/43528,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema para la digitalización tridimensional de objetos y generación de modelos virtuales,https://dspace.espol.edu.ec/handle/123456789/56324,Computación,Facultad de Ingeniería en Electricidad y Computación
SISTEMA DE PLANIFICACIÓN AVANZADA APLICADO A LA EVALUACIÓN DE INVERSIONES EN ACTIVOS UTILIZANDO HERRAMIENTAS HEURÍSTICAS Y SIMULACIÓN MONTECARLO,https://dspace.espol.edu.ec/handle/123456789/61811,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de información geográfico aplicado a la explotación de la infraestructura eléctrica de líneas de transmisión y subestaciones,https://dspace.espol.edu.ec/handle/123456789/44056,Computación,Facultad de Ingeniería en Electricidad y Computación
Implementación y evaluación de una herramienta distribuida de anonimización de capturas de red,https://dspace.espol.edu.ec/handle/123456789/13662,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis, diseño e implementación de un sistema administrativo contable orientado al negocio de restaurantes",https://dspace.espol.edu.ec/handle/123456789/41464,Computación,Facultad de Ingeniería en Electricidad y Computación
Análisis e Implementación del Aprendizaje Metódico Práctico de las Tablas de Multiplicar a través de la Realidad Virtual,https://dspace.espol.edu.ec/handle/123456789/19394,Computación,Facultad de Ingeniería en Electricidad y Computación
Módulo de licitación y subastas de E-guana,https://dspace.espol.edu.ec/handle/123456789/44221,Computación,Facultad de Ingeniería en Electricidad y Computación
Plan de negocios de una empresa desarrolladora de productos y servicios orientados al comercio electrónico que ofrecerá un centro comercial virtual enfocado hacia PYMES,https://dspace.espol.edu.ec/handle/123456789/3143,Computación,Facultad de Ingeniería en Electricidad y Computación
Técnicas de programación en ambientes clientes-servidor,https://dspace.espol.edu.ec/handle/123456789/42406,Computación,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un módulo de medición de resultados de aprendizaje para la plataforma Aula Virtual de la ESPOL,https://dspace.espol.edu.ec/handle/123456789/57053,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis, diseño e implementación de una aplicación movil para administración de inventario y ordenes de pedidos de una empresa distribuidora de rulimanes y retenedores",https://dspace.espol.edu.ec/handle/123456789/42335,Computación,Facultad de Ingeniería en Electricidad y Computación
Análisis e impacto del uso de las tecnologías RFID y EPC en la automatización de las cadenas de abastecimiento,https://dspace.espol.edu.ec/handle/123456789/45212,Computación,Facultad de Ingeniería en Electricidad y Computación
"Análisis, diseño e implementación de un sistema de grabación de exposiciones con seguimiento automatizado del presentador utilizando video monocular",https://dspace.espol.edu.ec/handle/123456789/44225,Computación,Facultad de Ingeniería en Electricidad y Computación
Inspección digital de equipos de recaudo en paradas y terminales de la Metrovía,https://dspace.espol.edu.ec/handle/123456789/41341,Computación,Facultad de Ingeniería en Electricidad y Computación
Sistema de planeación avanzada y administración de recursos de unidades académicas,https://dspace.espol.edu.ec/handle/123456789/3203,Computación,Facultad de Ingeniería en Electricidad y Computación
Módulo de administración de E-guana,https://dspace.espol.edu.ec/handle/123456789/44223,Computación,Facultad de Ingeniería en Electricidad y Computación
Administración del ciclo de vida de un proyecto para el desarrollo de un portal web de monitoreo satelital utilizando la metodología PMI,https://dspace.espol.edu.ec/handle/123456789/46019,Computación,Facultad de Ingeniería en Electricidad y Computación
Monitor de tráfico IP para redes Ethernet,https://dspace.espol.edu.ec/handle/123456789/43544,Computación,Facultad de Ingeniería en Electricidad y Computación
