NOMBREPROYEC,FECHA,URL,CARRERA,FACULTAD
Modelo para pronosticar la demanda de alimentos balanceados en el sector acuícola,2023,http://www.dspace.espol.edu.ec/handle/123456789/60502,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una aplicación web progresiva para la capacitación de entrenadores de CrossFit,2023,http://www.dspace.espol.edu.ec/handle/123456789/60500,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un sistema de gestión de solicitudes para la OTRI de la ESPOL,2023,http://www.dspace.espol.edu.ec/handle/123456789/60498,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de un sistema de gestión de redes para proveedores de servicio de Internet,2023,http://www.dspace.espol.edu.ec/handle/123456789/60497,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
Creación de imágenes PixelArt para videojuegos usando modelos generativos de Deep Learning,2023,http://www.dspace.espol.edu.ec/handle/123456789/60495,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
"Análisis de alteraciones en los movimientos oculares en enfermos de Parkinson, utilizando técnicas de Inteligencia Artificial",2023,http://www.dspace.espol.edu.ec/handle/123456789/60494,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
Implementación de una aplicación Android que usa tecnología wi-fi para orientar a estudiantes dentro de ESPOL a encontrar sus aulas de clases,2015,http://www.dspace.espol.edu.ec/handle/123456789/60055,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
"Descripción, modelamiento y rediseño del proceso de prácticas Pre - profesionales utilizando el lenguaje de modelamiento BPMN",2015,http://www.dspace.espol.edu.ec/handle/123456789/60049,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una solución tecnológica para el envío de notificaciones instantáneas mediante el procesamiento de señales de audio,2023,http://www.dspace.espol.edu.ec/handle/123456789/58458,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
"Desarrollo de una aplicación web para la gestión y control de la adopción responsable de mascotas de la Fundación ""Yo amo animales""",2023,http://www.dspace.espol.edu.ec/handle/123456789/58457,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una aplicación web de administración para el proyecto ESPOL Alert,2023,http://www.dspace.espol.edu.ec/handle/123456789/58456,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una aplicación móvil para potenciar el turismo en la zona arqueológica Real Alto,2023,http://www.dspace.espol.edu.ec/handle/123456789/58455,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
Desarrollo de una aplicación móvil multiplataforma para el proyecto ESPOL Alert,2023,http://www.dspace.espol.edu.ec/handle/123456789/58454,Ingeniería en Sistemas Computacionales,Facultad de Ingeniería en Electricidad y Computación
