NOMBREPROYEC,URL,CARRERA,FACULTAD
Procesamiento de información fotográfica de cámaras trampa ubicadas en el Bosque Protector Cerro Blanco para interpretación ambiental,https://dspace.espol.edu.ec/handle/123456789/51562,Biología,Facultad de Ciencias de la Vida
Evaluación de cambios fenotípicos en cepas de Salmonella Infantis tras la adquisición de resistencia al bacteriófago 35fd,https://dspace.espol.edu.ec/handle/123456789/65960,Biología,Facultad de Ciencias de la Vida
Evaluación del efecto de diferentes concentraciones de diesel sobre oreochromis niloticus mediante bioensayo,https://dspace.espol.edu.ec/handle/123456789/21726,Biología,Facultad de Ciencias de la Vida
Realizar una ficha técnica para la elaboración de una propuesta de una guía titulada: Recomendaciones técnicas para el manejo adecuado de la especie Hyloscirtus masphi n. sp. dentro de la reserva privada de Mashpi Pichincha-Ecuador,https://dspace.espol.edu.ec/handle/123456789/66096,Biología,Facultad de Ciencias de la Vida
Aplicación de métodos epidemiológicos y filogenéticos en el estudio del virus del dengue en el ecuador: 2009-2014,https://dspace.espol.edu.ec/handle/123456789/51522,Biología,Facultad de Ciencias de la Vida
"“Distribución espacial, abundancia y composición de los desechos marinos en la zona marino costera y sus alrededores del Parque Nacional Machalilla, provincia de Manabí",https://dspace.espol.edu.ec/handle/123456789/56051,Biología,Facultad de Ciencias de la Vida
Aplicación del biofilm (burkholderia cepacia) como agente biorremediador en derrames de derivados de petróleo,https://dspace.espol.edu.ec/handle/123456789/13730,Biología,Facultad de Ciencias de la Vida
Obtención de enzimas a partir de hongos Polyporales como pretratamiento para la producción  de micotectura,https://dspace.espol.edu.ec/handle/123456789/58375,Biología,Facultad de Ciencias de la Vida
Ensayos de biofilm (pseudomona sp. y xanthomona sp) in vitro para la degradación de agentes toxicos contenidos en plaguicidas como una alternativa para la biorremediación de aguas dulces,https://dspace.espol.edu.ec/handle/123456789/13678,Biología,Facultad de Ciencias de la Vida
Distribución y abundancia del Macro Bentos en la reserva ecológica Manglares Churute en relación a su calidad ambiental en el periodo de época seca del 2014,https://dspace.espol.edu.ec/handle/123456789/29609,Biología,Facultad de Ciencias de la Vida
Estudio De Las Condiciones Ambientales En La Zona Intermareal De La Reserva Ecológica Manglares Churute Durante La Época Seca Y Húmeda,https://dspace.espol.edu.ec/handle/123456789/55015,Biología,Facultad de Ciencias de la Vida
"Evaluación de la Presencia de Hongos Micorrícicos Arbusculares (HMA) en finca del trópico húmedo, Pallatanga-Ecuador",https://dspace.espol.edu.ec/handle/123456789/55621,Biología,Facultad de Ciencias de la Vida
Diseño de un protocolo para la obtención de cultivos de microalgas monoespecíficos por citometría de flujo para producción de biomasa,https://dspace.espol.edu.ec/handle/123456789/51513,Biología,Facultad de Ciencias de la Vida
"Diseño de un sistema biológico para cuantificar Anticuerpos Neutralizantes contra la enfermedad de la Peste Porcina Clásica (Pestivirus, Flaviviridae).",https://dspace.espol.edu.ec/handle/123456789/51544,Biología,Facultad de Ciencias de la Vida
Presencia de actividad antimicrobiana en el mucus del pez chame (dormitator latifrons).,https://dspace.espol.edu.ec/handle/123456789/20216,Biología,Facultad de Ciencias de la Vida
"Implementación de un sistema satelital y acústico para el estudio de la variación espacio – temporal del bufeo costero Tursiops truncatus, en el Golfo de Guayaquil",https://dspace.espol.edu.ec/handle/123456789/51525,Biología,Facultad de Ciencias de la Vida
Herramientas moleculares para la detección de cianobacterias potencialmente tóxicas en ecosistemas acuáticos del Río Daule,https://dspace.espol.edu.ec/handle/123456789/58379,Biología,Facultad de Ciencias de la Vida
Diseño de método para fijación de dispositivos biotelemétricos en peces de interés comercial,https://dspace.espol.edu.ec/handle/123456789/51529,Biología,Facultad de Ciencias de la Vida
Prevalencia de raspberry bushy dwarf virus y rose ilarvirus-2 en Ecuador para la  propagación de plantas de mora,https://dspace.espol.edu.ec/handle/123456789/62426,Biología,Facultad de Ciencias de la Vida
Analisis genetico de la resistencia a triazoles en aislados de mycosphaerella fijiensis para poblaciones de Ecuador,https://dspace.espol.edu.ec/handle/123456789/21326,Biología,Facultad de Ciencias de la Vida
"Efecto de la dieta de microalgas sobre el crecimiento, supervivencia y  composición de ácidos grasos de larvas de cangrejo rojo (Ucides  occidentalis)",https://dspace.espol.edu.ec/handle/123456789/58381,Biología,Facultad de Ciencias de la Vida
Dinámica espacio-temporal de la diversidad de insectos del Bosque Protector Prosperina,https://dspace.espol.edu.ec/handle/123456789/53809,Biología,Facultad de Ciencias de la Vida
Bioacústica aplicada para el control de bandadas de aves en ambientes antropogénicos,https://dspace.espol.edu.ec/handle/123456789/51425,Biología,Facultad de Ciencias de la Vida
"Sistema de depuración de moluscos bivalvos con recirculación, a nivel de laboratorio: Evaluación y socialización",https://dspace.espol.edu.ec/handle/123456789/56470,Biología,Facultad de Ciencias de la Vida
Diseño de Minigenoma de Virus Rabico como base para Formulación de Vacunas de Nueva Generacion,https://dspace.espol.edu.ec/handle/123456789/25808,Biología,Facultad de Ciencias de la Vida
Análisis comparativo de la estructura vegetal entre parcelas de reforestación y de regeneración natural en un bosque semideciduo en Manabí,https://dspace.espol.edu.ec/handle/123456789/55838,Biología,Facultad de Ciencias de la Vida
"Caracterización de bacterias marinas presentes en suelos de piscinas camaroneras en tiempo de post-cosecha y pre-siembra, luego de la preparación de suelos mediante el método de aplicación de fuentes de nitrógenos",https://dspace.espol.edu.ec/handle/123456789/20997,Biología,Facultad de Ciencias de la Vida
Desarrollo de sistemas de cultivo de algas verdes Ulva spp. en  manglares ecuatorianos,https://dspace.espol.edu.ec/handle/123456789/57353,Biología,Facultad de Ciencias de la Vida
"Caracterización bio-ecológica y propuesta de manejo como sitio para buceo del islote ""Los Ahorcados"", provincia de Manabí",https://dspace.espol.edu.ec/handle/123456789/17197,Biología,Facultad de Ciencias de la Vida
Elaboración de un árbol filogenético del picudo de Palma mediante la identificación de rasgos propios de su secuencia,https://dspace.espol.edu.ec/handle/123456789/58384,Biología,Facultad de Ciencias de la Vida
El uso de humedales artificiales como alternativa biotecnológica para descontaminación de efluentes de camaroneras,https://dspace.espol.edu.ec/handle/123456789/51983,Biología,Facultad de Ciencias de la Vida
Producción de compuestos antimicrobianos por actinomicetos aislados de suelos Antárticos,https://dspace.espol.edu.ec/handle/123456789/55829,Biología,Facultad de Ciencias de la Vida
Estandarización de un sistema de detección de hemoparásitos en Gallus  gallus domesticus,https://dspace.espol.edu.ec/handle/123456789/57354,Biología,Facultad de Ciencias de la Vida
Degradación de grasas por acción de microorganismos aislados de la Antártida y de un consorcio de Bacillus spp.,https://dspace.espol.edu.ec/handle/123456789/58383,Biología,Facultad de Ciencias de la Vida
Generación de una base de datos de genes involucrados en la resistencia y tolerancia del banano ante la infección por la Sigatoka Negra como instrumento para el control de enfermedades,https://dspace.espol.edu.ec/handle/123456789/55847,Biología,Facultad de Ciencias de la Vida
"Estudio de la diversidad de hongos micorrícicos arbusculares provenientes de dos sistemas agroforestales en plantaciones de cacao, un primer paso hacia la obtención de biofertilizante.",https://dspace.espol.edu.ec/handle/123456789/53804,Biología,Facultad de Ciencias de la Vida
Desarrollo de una base de datos de macroinvertebrados acuáticos para futuros estudios de ADN ambiental en regiones amazónicas del Ecuador,https://dspace.espol.edu.ec/handle/123456789/53160,Biología,Facultad de Ciencias de la Vida
Despertando a los durmientes o atrapando a los que caen del cielo: mecanismos de recuperación de microcrustáceos en un cuerpo de agua permanente,https://dspace.espol.edu.ec/handle/123456789/51553,Biología,Facultad de Ciencias de la Vida
Descripción y análisis molecular de una especie de molusco en el Bosque  Protector Prosperina: Descubrimiento de nuevas especies,https://dspace.espol.edu.ec/handle/123456789/62432,Biología,Facultad de Ciencias de la Vida
"Identificación Genética y determinación de Actividad Antibacteriana de microhongos Terrestres Recolectados en Punta Fort William, Isla Greenwich Antàrtida",https://dspace.espol.edu.ec/handle/123456789/25813,Biología,Facultad de Ciencias de la Vida
Formulación y optimización de un protocolo de producción de  biomateriales en base a micelio,https://dspace.espol.edu.ec/handle/123456789/62428,Biología,Facultad de Ciencias de la Vida
"Determinación de características oceanográficas y biológicas de las playas Valdivia, San Pedro y Playa Rosada para apoyar el manejo de la anidación de tortugas marinas en el Ecuador y promover turismo responsable",https://dspace.espol.edu.ec/handle/123456789/51552,Biología,Facultad de Ciencias de la Vida
Optimización de los procesos de esterilización del medio de cultivo y el sellado de frascos para la producción masiva de vitroplantas en laboratorio.,https://dspace.espol.edu.ec/handle/123456789/53159,Biología,Facultad de Ciencias de la Vida
Microplásticos en playas del Guayas: análisis y comparación de abundancia en dos playas de arenas,https://dspace.espol.edu.ec/handle/123456789/65958,Biología,Facultad de Ciencias de la Vida
"Epidemiología del virus papiloma humano genotipo 58, en mujeres con lesiones cervicales, en las provincias de la costa ecuatoriana",https://dspace.espol.edu.ec/handle/123456789/54095,Biología,Facultad de Ciencias de la Vida
Construcción de un Sistema Reportero para el Tamizaje de Compuestos Bioactivos Contra el Gen asociado al Cáncer PD-L1,https://dspace.espol.edu.ec/handle/123456789/51560,Biología,Facultad de Ciencias de la Vida
Beneficios de la depuración de moluscos bivalvos: evaluación y socialización,https://dspace.espol.edu.ec/handle/123456789/53130,Biología,Facultad de Ciencias de la Vida
Método Multiplex RT-qPCR para detección de virus que causan infecciones respiratorias agudas graves en el Ecuador,https://dspace.espol.edu.ec/handle/123456789/55841,Biología,Facultad de Ciencias de la Vida
Desarrollo de un sistema de soporte artificial de placenta humana para la evaluación del flujo de anticuerpos contra Zika para la protección del feto,https://dspace.espol.edu.ec/handle/123456789/51535,Biología,Facultad de Ciencias de la Vida
Primates de Guayaquil: Revelando los secretos de nuestros vecinos en peligro de extinción,https://dspace.espol.edu.ec/handle/123456789/56487,Biología,Facultad de Ciencias de la Vida
"Implementación de técnicas de telemetría en la orca - orcinus orca, dentro de la reserva marina de galápagos",https://dspace.espol.edu.ec/handle/123456789/51511,Biología,Facultad de Ciencias de la Vida
Epidemiología molecular del virus del papiloma humano (HPV) en mujeres con lesiones cervicales en la ciudad de Guayaquil-Ecuador,https://dspace.espol.edu.ec/handle/123456789/55014,Biología,Facultad de Ciencias de la Vida
Aprovechamiento del micelio fúngico del hongo Pycnoporus sanguineus para la generación de paneles acústicos mediante técnicas de micotectura,https://dspace.espol.edu.ec/handle/123456789/58387,Biología,Facultad de Ciencias de la Vida
"Diseño de una vacuna hexavalente recombinante para el virus del papiloma humano tipos 16,18,31,33, 35 y 58",https://dspace.espol.edu.ec/handle/123456789/51528,Biología,Facultad de Ciencias de la Vida
Análisis de los procesos de licenciamiento ambiental para los buques de turismo de menos de 20 pasajeros que operan en la reserva marina de Galápagos,https://dspace.espol.edu.ec/handle/123456789/29769,Biología,Facultad de Ciencias de la Vida
Uso de herramientas proteómicas para el análisis de diferentes  métodos de extracción de proteínas de hojas de banano,https://dspace.espol.edu.ec/handle/123456789/57903,Biología,Facultad de Ciencias de la Vida
Fitotoxicidad de pigmentos textiles en aguas residuales biorremediadas,https://dspace.espol.edu.ec/handle/123456789/62424,Biología,Facultad de Ciencias de la Vida
"Sistema de Biorremediación para la regeneración de suelos hidromórficos del Estero Chicharrón y rio cucaracha de la Comuna de Montañita, Provincia de Santa Elena",https://dspace.espol.edu.ec/handle/123456789/29596,Biología,Facultad de Ciencias de la Vida
Propuesta de conservación y manejo del Canclón (Anhima cornuta) y el Pato Zambullidor (Podiceps major) en el humedal La Tembladera Santa Rosa - El Oro,https://dspace.espol.edu.ec/handle/123456789/53815,Biología,Facultad de Ciencias de la Vida
Diseño de un gen recombinante de Influenza A para medir in vitro anticuerpos neutralizantes contra el virus,https://dspace.espol.edu.ec/handle/123456789/60706,Biología,Facultad de Ciencias de la Vida
Distribución espacial de la presencia de coliformes totales en el embalse de la ESPOL,https://dspace.espol.edu.ec/handle/123456789/14546,Biología,Facultad de Ciencias de la Vida
Síntesis de materiales porosos para la transportación y liberación controlada de bacteriófagos en ambientes acuáticos,https://dspace.espol.edu.ec/handle/123456789/60708,Biología,Facultad de Ciencias de la Vida
"Determinación de flora y avifauna del Parque Agroturistico Pachacay, Bucay-Ecuador",https://dspace.espol.edu.ec/handle/123456789/51558,Biología,Facultad de Ciencias de la Vida
Determinación de la huella de carbono en una embarcación turística que opera con menos de veinte pasajeros dentro de la reserva marina de galápagos y propuesta para reducción de emisiones de carbono,https://dspace.espol.edu.ec/handle/123456789/54096,Biología,Facultad de Ciencias de la Vida
"Monitoreo y análisis de macro basura en dos playas situadas en Data de Posorja, Ecuador",https://dspace.espol.edu.ec/handle/123456789/65964,Biología,Facultad de Ciencias de la Vida
Comparación de las técnicas de capturas de cangrejos en playas arenosas para el estudio de la contaminación plástica,https://dspace.espol.edu.ec/handle/123456789/56472,Biología,Facultad de Ciencias de la Vida
Evaluación de la cobertura vegetal como medio de restauración de la avifauna del Área Nacional de Recreación Parque Lago,https://dspace.espol.edu.ec/handle/123456789/51547,Biología,Facultad de Ciencias de la Vida
"Descripción de la biodiversidad del ecosistema coralino natural presente en la isla salango, parque nacional machalilla-provincia de Manabí, mediante el uso de índices de diversidad",https://dspace.espol.edu.ec/handle/123456789/13729,Biología,Facultad de Ciencias de la Vida
Identificación de proteínas en el frejol común (Phaseolus vulgaris) asociadas al estrés hídrico.,https://dspace.espol.edu.ec/handle/123456789/51555,Biología,Facultad de Ciencias de la Vida
Influencia de la alimentación en la supervivencia y crecimiento de juveniles de Isostichopus fuscus,https://dspace.espol.edu.ec/handle/123456789/65965,Biología,Facultad de Ciencias de la Vida
Análisis genéticos de las mutaciones presentes en las poblaciones virales minoritarias asociadas con farmacorresistencia a la familia de los nrti en pacientes con vih-1,https://dspace.espol.edu.ec/handle/123456789/39540,Biología,Facultad de Ciencias de la Vida
Protocolo de bioseguridad para el control biológico dentro del transporte de postlarva litopenaeus vannamei,https://dspace.espol.edu.ec/handle/123456789/53131,Biología,Facultad de Ciencias de la Vida
Propuesta para la conservación de la nutria Neotropical Lontra longicaudis en el Área Nacional de Recreación Isla Santay,https://dspace.espol.edu.ec/handle/123456789/51447,Biología,Facultad de Ciencias de la Vida
Sistema de monitoreo de fauna silvestre del Bosque Protector la Prosperina mediante el uso de cámaras trampa,https://dspace.espol.edu.ec/handle/123456789/55833,Biología,Facultad de Ciencias de la Vida
Estudio para el aprovechamiento de la tagua como recurso no maderable del bosque,https://dspace.espol.edu.ec/handle/123456789/56475,Biología,Facultad de Ciencias de la Vida
Evaluación temporal de la concentración de mercurio en sedimento y  aves marinas antárticas en el contexto del cambio climático,https://dspace.espol.edu.ec/handle/123456789/62431,Biología,Facultad de Ciencias de la Vida
Diseño de un tratamiento para agua residuales en una planta cervecera mediante microalga chlorella vulgaris,https://dspace.espol.edu.ec/handle/123456789/51521,Biología,Facultad de Ciencias de la Vida
Evaluación de las respuestas al déficit hídrico de leguminosas de interés comercial en el Ecuador,https://dspace.espol.edu.ec/handle/123456789/51550,Biología,Facultad de Ciencias de la Vida
Implementación de un diagnóstico tipo ELISA para detección de anticuerpos contra la espícula de SARS-CoV-2,https://dspace.espol.edu.ec/handle/123456789/53092,Biología,Facultad de Ciencias de la Vida
Bioconcentración de mercurío en aves de la península antártica 2012,https://dspace.espol.edu.ec/handle/123456789/25533,Biología,Facultad de Ciencias de la Vida
Poblaciones de abejas en ESPOL: Una visión integral de su actividad y aprovechamiento sustentable en el Bosque Protector Prosperina,https://dspace.espol.edu.ec/handle/123456789/51442,Biología,Facultad de Ciencias de la Vida
Propuesta de diseño de un laboratorio microbiológico para el control de calidad del agua y productos del Banco de Alimentos Diakonía,https://dspace.espol.edu.ec/handle/123456789/51542,Biología,Facultad de Ciencias de la Vida
"Variabilidad genética del gen E6, virus del papiloma humano genotipo 16 en muestras aisladas en el Ecuador",https://dspace.espol.edu.ec/handle/123456789/54097,Biología,Facultad de Ciencias de la Vida
Diversidad de hongos filamentosos asociados al suelo del Bosque Protector la Prosperina,https://dspace.espol.edu.ec/handle/123456789/53099,Biología,Facultad de Ciencias de la Vida
"Implementación de un protocolo de reforestación del género Rhizophora, en tres sectores de la provincia del Guayas",https://dspace.espol.edu.ec/handle/123456789/29559,Biología,Facultad de Ciencias de la Vida
Determinación del GEN de la metalotioneína (MT) en dos especies de bivalvos.,https://dspace.espol.edu.ec/handle/123456789/54088,Biología,Facultad de Ciencias de la Vida
Propuesta para la determinación de la recolonización de invertebrados en un bosque de manglar reforestado,https://dspace.espol.edu.ec/handle/123456789/56492,Biología,Facultad de Ciencias de la Vida
Caracterización de las comunidades microbianas aerobias que habitan en las heces fecales de las iguanas verdes (Iguana iguana) y evaluación de la capacidad celulolítica de los aislados.,https://dspace.espol.edu.ec/handle/123456789/53802,Biología,Facultad de Ciencias de la Vida
Análisis de Diversidad Genética del Cucumber Mosaic Virus (CMV) en Plantas de Cultivo de la Costa Ecuatoriana,https://dspace.espol.edu.ec/handle/123456789/55624,Biología,Facultad de Ciencias de la Vida
Identificación de metodologías para la estimación de Carbono en áreas forestadas de manglar,https://dspace.espol.edu.ec/handle/123456789/56491,Biología,Facultad de Ciencias de la Vida
Influencia de la salinidad sobre la supervivencia y metamorfosis en el desarrollo larvario del cangrejo rojo de manglar Ucides occidentalis,https://dspace.espol.edu.ec/handle/123456789/62429,Biología,Facultad de Ciencias de la Vida
"Desarrollo de protocolos de manejo para la inducción al desove y larvicultura de la ostra nativa Crassostrea Iridescens (Hanley, 1854).",https://dspace.espol.edu.ec/handle/123456789/20888,Biología,Facultad de Ciencias de la Vida
Caracterización de contaminación por microplásticos en peces según su ecología en la reserva de producción de fauna Manglares El Salado,https://dspace.espol.edu.ec/handle/123456789/65961,Biología,Facultad de Ciencias de la Vida
Modelo de diagnóstico mediante el uso de nanoanticuerpos para la detección de la proteína NS1 del virus de Zika,https://dspace.espol.edu.ec/handle/123456789/51452,Biología,Facultad de Ciencias de la Vida
Implementación de audio dispositivo para el comportamiento de manadas de mono aullador (alouatta PALLIATA) en el bosque protector Prosperina,https://dspace.espol.edu.ec/handle/123456789/51490,Biología,Facultad de Ciencias de la Vida
Capacidad de degradación de un extracto enzimático de aislados microbianos  para la degradación de tintes textiles comerciales,https://dspace.espol.edu.ec/handle/123456789/62427,Biología,Facultad de Ciencias de la Vida
"Abundancia, distribución y percepción comunitaria de Athene cunicularia en zonas urbanas de Santa Elena.",https://dspace.espol.edu.ec/handle/123456789/65963,Biología,Facultad de Ciencias de la Vida
"Descripción de la biodiversidad del ecosistema coralino natural presente en la isla salango, parque nacional machalilla-provincia de Manabí, mediante el uso de indices de diversidad",https://dspace.espol.edu.ec/handle/123456789/16940,Biología,Facultad de Ciencias de la Vida
Diseño de un sistema biológico que detecte la presencia de microcistina en cuerpos de agua,https://dspace.espol.edu.ec/handle/123456789/60705,Biología,Facultad de Ciencias de la Vida
Generación de virus recombinante de influenza como prototipo de vacuna para gripe aviar y enfermedad de newcastle,https://dspace.espol.edu.ec/handle/123456789/51499,Biología,Facultad de Ciencias de la Vida
Evaluación in vivo de bioestimulantes en plántulas de banano,https://dspace.espol.edu.ec/handle/123456789/55842,Biología,Facultad de Ciencias de la Vida
"Tratamiento de aguas residuales del cultivo intensivo de camarón blanco del Pacífico mediante el sistema MaB-floc, el “Biofloc verde”",https://dspace.espol.edu.ec/handle/123456789/54094,Biología,Facultad de Ciencias de la Vida
Distribución y abundancia de microplástico en fondos marinos arenosos de tres islas pobladas de Galápagos,https://dspace.espol.edu.ec/handle/123456789/56049,Biología,Facultad de Ciencias de la Vida
Desarrollo de una plataforma mediante el uso de Entornos Virtuales de Aprendizaje (EVAs) para un ciclismo sostenible en el Bosque Protector La Prosperina,https://dspace.espol.edu.ec/handle/123456789/55839,Biología,Facultad de Ciencias de la Vida
Comparación de la capacidad de biodegradación de plásticos por larvas de insectos de la familia Pyralidae y Tenebrionidae,https://dspace.espol.edu.ec/handle/123456789/58385,Biología,Facultad de Ciencias de la Vida
Desarrollo de prueba ELISA para la detección de anticuerpos  contra el Dominio de Unión al Receptor (RBD) de la proteína Espícula  del SARS-CoV-2,https://dspace.espol.edu.ec/handle/123456789/55834,Biología,Facultad de Ciencias de la Vida
Implementación de procesos productivos dentro del Banco de Alimentos Diakonía”,https://dspace.espol.edu.ec/handle/123456789/51548,Biología,Facultad de Ciencias de la Vida
Propuesta para generar una Marca Verde en un producto agrícola mediante criterios aplicados a plaguicidas en el Ecuador,https://dspace.espol.edu.ec/handle/123456789/56477,Biología,Facultad de Ciencias de la Vida
Leopardus pardalis y su conservación en la isla Santay,https://dspace.espol.edu.ec/handle/123456789/53098,Biología,Facultad de Ciencias de la Vida
"Diseño de un plan de reforestación riparia como zona de control de erosión y protección de diversidad biológica en la localidad de Las Animas cantón Daule, provincia del Guayas.",https://dspace.espol.edu.ec/handle/123456789/53807,Biología,Facultad de Ciencias de la Vida
Diseño de una herramienta biológica para determinar la efectividad de la vacunación contra la enfermedad de newcastle en la industria avícola ecuatoriana,https://dspace.espol.edu.ec/handle/123456789/51509,Biología,Facultad de Ciencias de la Vida
Identificación del gen de la α-amilasa de Arthrobacter sp. C27 Antártica,https://dspace.espol.edu.ec/handle/123456789/56052,Biología,Facultad de Ciencias de la Vida
"Optimización de la micropropagación de plátano ""Barraganete"" (AAB) mediante un sistema  de inmersión temporal no automatizado",https://dspace.espol.edu.ec/handle/123456789/58382,Biología,Facultad de Ciencias de la Vida
"Estudio de condiciones físicas, químicas y biologicas en la zona intermáreal de dos sectores del estero salado con diferente desarrollo urbano",https://dspace.espol.edu.ec/handle/123456789/20925,Biología,Facultad de Ciencias de la Vida
Microorganismos solubilizadores de fósforo (P) y potasio (K) como alternativa biotecnológica para una agricultura sustentable,https://dspace.espol.edu.ec/handle/123456789/55843,Biología,Facultad de Ciencias de la Vida
"Composición, estructura y biomasa de la meiofauna intermareal de San Pedro de Manglaralto, Ecuador",https://dspace.espol.edu.ec/handle/123456789/29561,Biología,Facultad de Ciencias de la Vida
Aislamiento e Identificación de Microhongos Terrestres de Punta Fort William - Antártida,https://dspace.espol.edu.ec/handle/123456789/55613,Biología,Facultad de Ciencias de la Vida
Estudio del ciclo gonadal del camotillo (paralabrax albomaculatus) en la provincia insular de Galápagos,https://dspace.espol.edu.ec/handle/123456789/25604,Biología,Facultad de Ciencias de la Vida
"Caracterización de bacterias fijadoras de nitrógeno (N2) de vida libre, provenientes de cultivos comerciales de cacao y maíz",https://dspace.espol.edu.ec/handle/123456789/55830,Biología,Facultad de Ciencias de la Vida
Diseño de un sistema de detección RT-PCR múltiplex para virus de Carica papaya,https://dspace.espol.edu.ec/handle/123456789/55835,Biología,Facultad de Ciencias de la Vida
"Evaluación de beneficios y perjuicios de aves terrestres en cultivos agrícolas de la isla Santa Cruz, Galápagos",https://dspace.espol.edu.ec/handle/123456789/55836,Biología,Facultad de Ciencias de la Vida
